,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,2.04,Central California,1076817697330,1483761407662,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008549,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008549&format=geojson,,,,,reviewed,0,64,nc,68008549,",nc68008549,",",nc,",",nearby-cities,origin,phase-data,",12,0.09009,0.17,213,md,earthquake,M 2.0 - Central California,283,Point,"[-120.799, 35.555, 4.127]",283
0,2.01,Northern California,1076816044180,1483761404372,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343251,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343251&format=geojson,,,,,automatic,0,62,nc,21343251,",nc21343251,",",nc,",",nearby-cities,origin,phase-data,",27,0.01712,0.08,49,md,earthquake,M 2.0 - Northern California,284,Point,"[-122.8036667, 38.7918333, 2.483]",284
0,3.41,Central California,1076813542680,1531160687997,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343245,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343245&format=geojson,42,3.5,,,automatic,0,194,nc,21343245,",ci9983625,nc40153324,nc21343245,usp000cm72,",",ci,nc,nc,us,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,nearby-cities,origin,phase-data,",56,0.05045,0.08,76,mw,earthquake,M 3.4 - Central California,285,Point,"[-120.8761667, 35.578, 3.193]",285
0,3,Northern California,1076809292580,1483761368670,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30227051,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30227051&format=geojson,,,,,reviewed,0,138,nc,30227051,",nc30227051,usp000cm6v,",",nc,us,",",focal-mechanism,impact-text,nearby-cities,origin,phase-data,",36,0.2072,0.09,54,ml,earthquake,M 3.0 - Northern California,286,Point,"[-123.2885, 39.4123333, 5.218]",286
0,2.37,Central California,1076805411830,1483761359689,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343221,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343221&format=geojson,,,,,automatic,0,86,nc,21343221,",nc21343221,",",nc,",",nearby-cities,origin,phase-data,",27,0.0964,0.1,43,md,earthquake,M 2.4 - Central California,287,Point,"[-120.7885, 35.5278333, 6.838]",287
0,3.04,Northern California,1076801186320,1483761344460,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343205,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343205&format=geojson,,,,,reviewed,0,142,nc,21343205,",nc21343205,usp000cm6k,",",nc,us,",",focal-mechanism,impact-text,nearby-cities,origin,phase-data,",41,0.009009,0.08,30,md,earthquake,M 3.0 - Northern California,288,Point,"[-122.745, 38.7766667, -0.766]",288
0,2.3,Washington,1076797683740,1469239035790,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10600603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10600603&format=geojson,,,,,reviewed,0,81,uw,10600603,",uw10600603,",",uw,",",origin,phase-data,",6,0.09003,0.07,206,md,explosion,M 2.3 Explosion - Washington,289,Point,"[-122.783, 46.7411667, 1.473]",289
0,2.84,Central California,1076790614980,1483761325450,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343183&format=geojson,,,,,reviewed,0,124,nc,21343183,",nc21343183,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",66,0.07658,0.08,53,md,earthquake,M 2.8 - Central California,290,Point,"[-120.813, 35.5263333, 4.98]",290
0,2.45,"23km NW of Grapevine, CA",1076790261450,1459568485640,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983521,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9983521&format=geojson,,,,,reviewed,0,92,ci,9983521,",ci9983521,",",ci,",",nearby-cities,origin,phase-data,",34,0.07042,0.27,64,ml,earthquake,"M 2.5 - 23km NW of Grapevine, CA",291,Point,"[-119.1056667, 35.089, 21.265]",291
0,2.05,"17km N of Pine Mountain Club, CA",1076782622830,1459614593992,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983505,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9983505&format=geojson,,,,,reviewed,0,65,ci,9983505,",ci9983505,",",ci,",",nearby-cities,origin,phase-data,",28,0.06314,0.35,95,ml,earthquake,"M 2.1 - 17km N of Pine Mountain Club, CA",292,Point,"[-119.1371667, 34.9978333, 14.16]",292
0,2.45,"San Francisco Bay area, California",1076780002550,1483761305260,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343147&format=geojson,,,,,automatic,0,92,nc,21343147,",nc21343147,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",70,0.03153,0.11,26,md,earthquake,"M 2.5 - San Francisco Bay area, California",293,Point,"[-122.3461667, 37.972, 5.478]",293
0,2.08,Central California,1076771450390,1483761280241,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343123,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343123&format=geojson,,,,,automatic,0,67,nc,21343123,",nc21343123,",",nc,",",nearby-cities,origin,phase-data,",27,0.02793,0.13,52,md,earthquake,M 2.1 - Central California,294,Point,"[-121.0063333, 35.6938333, 4.476]",294
0,2.1,"12km WSW of Ludlow, CA",1076770015190,1459545131424,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9983461&format=geojson,,,,,reviewed,0,68,ci,9983461,",ci9983461,",",ci,",",nearby-cities,origin,phase-data,",17,0.1087,0.13,49,ml,earthquake,"M 2.1 - 12km WSW of Ludlow, CA",295,Point,"[-116.2823333, 34.6701667, 2.911]",295
0,2,"10km ENE of Buttonwillow, California",1076766176220,1455654631892,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983449,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9983449&format=geojson,,,,,reviewed,0,62,ci,9983449,",ci9983449,",",ci,",",nearby-cities,origin,phase-data,",10,0.3552,0.19,150,mh,earthquake,"M 2.0 - 10km ENE of Buttonwillow, California",296,Point,"[-119.369, 35.4465, 4.986]",296
0,2.39,Central California,1076765512090,1483761273350,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30500656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30500656&format=geojson,,,,,automatic,0,88,nc,30500656,",nc30500656,",",nc,",",nearby-cities,origin,phase-data,",33,0.07207,0.07,71,md,earthquake,M 2.4 - Central California,297,Point,"[-120.8191667, 35.54, 3.728]",297
0,2.19,Northern California,1076763775050,1483761265380,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343104,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343104&format=geojson,,,,,automatic,0,74,nc,21343104,",nc21343104,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",57,0.01441,0.12,76,md,earthquake,M 2.2 - Northern California,298,Point,"[-121.6901667, 37.6323333, 6.662]",298
0,4.34,"22km N of Pine Mountain Club, CA",1076762591230,1588747946444,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983429,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9983429&format=geojson,214,5.6,5.76,green,reviewed,0,410,ci,9983429,",ci09983429,ci9983429,usp000cm5k,",",ci,ci,us,",",associate,dyfi,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,shakemap,",72,,0.34,62,ml,earthquake,"M 4.3 - 22km N of Pine Mountain Club, CA",299,Point,"[-119.145, 35.0398333, 10.447]",299
0,2,"22km NW of Grapevine, California",1076762586410,1455645860501,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12160407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12160407&format=geojson,,,,,reviewed,0,62,ci,12160407,",ci12160407,",",ci,",",nearby-cities,origin,phase-data,",25,0.2086,0.29,72,mh,earthquake,"M 2.0 - 22km NW of Grapevine, California",300,Point,"[-119.1058333, 35.0836667, 16.891]",300
0,2.1,Nevada,1076762547008,1524604128698,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00102153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00102153&format=geojson,,,,,reviewed,0,68,nn,00102153,",nn00102153,",",nn,",",origin,phase-data,",17,0.122,0.1135,120.69,ml,earthquake,M 2.1 - Nevada,301,Point,"[-119.651, 38.7773, 7.1]",301
0,2.84,Northern California,1076759461400,1483761253420,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343099,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343099&format=geojson,,,,,automatic,0,124,nc,21343099,",nc21343099,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",41,0.01351,0.08,49,md,earthquake,M 2.8 - Northern California,302,Point,"[-122.8133333, 38.8046667, 3.405]",302
0,2.2,Northern California,1076754471180,1483761234008,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343071&format=geojson,,,,,automatic,0,74,nc,21343071,",nc21343071,",",nc,",",nearby-cities,origin,phase-data,",23,0.006306,0.1,75,md,earthquake,M 2.2 - Northern California,303,Point,"[-122.788, 38.8153333, 1.395]",303
0,2.56,Central California,1076750930080,1483761229050,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343065,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343065&format=geojson,,,,,reviewed,0,101,nc,21343065,",nc21343065,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",70,0.05856,0.08,98,md,earthquake,M 2.6 - Central California,304,Point,"[-121.081, 35.6576667, 8.88]",304
0,2.53,Central California,1076737659410,1483761218490,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30227046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30227046&format=geojson,,,,,reviewed,0,98,nc,30227046,",nc30227046,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",83,0.04595,0.12,38,md,earthquake,M 2.5 - Central California,305,Point,"[-121.4616667, 36.935, 6.869]",305
0,3.8,off the coast of Oregon,1076735505190,1415323281079,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm51,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm51&format=geojson,,,,,reviewed,0,222,us,p000cm51,",usp000cm51,",",us,",",impact-text,origin,phase-data,",39,,1.03,214.9,mb,earthquake,M 3.8 - off the coast of Oregon,306,Point,"[-128.813, 44.313, 10]",306
0,2.53,Central California,1076734188430,1483761201950,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343039&format=geojson,,,,,reviewed,0,98,nc,21343039,",nc21343039,ci9983325,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",57,0.04685,0.08,46,md,earthquake,M 2.5 - Central California,307,Point,"[-120.8513333, 35.5453333, 5.93]",307
0,2,"12km WSW of Santa Cruz Is. (E end), CA",1076721483080,1459579931738,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983289,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9983289&format=geojson,,,,,reviewed,0,62,ci,9983289,",ci9983289,",",ci,",",nearby-cities,origin,phase-data,",16,0.02546,0.2,134,ml,earthquake,"M 2.0 - 12km WSW of Santa Cruz Is. (E end), CA",308,Point,"[-119.6295, 33.9703333, 11.424]",308
0,2.11,Central California,1076720158100,1483761178450,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21343010,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21343010&format=geojson,,,,,automatic,0,68,nc,21343010,",nc21343010,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",40,0.04505,0.12,34,md,earthquake,M 2.1 - Central California,309,Point,"[-121.478, 36.7743333, 3.368]",309
0,2.55,Central California,1076708308740,1483761158680,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342962&format=geojson,,,,,reviewed,0,100,nc,21342962,",nc21342962,ci9983249,",",nc,ci,",",focal-mechanism,nearby-cities,origin,phase-data,",45,0.06667,0.06,97,md,earthquake,M 2.6 - Central California,310,Point,"[-118.8673333, 37.5428333, 8.023]",310
0,2.29,Central California,1076707077920,1483761152340,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342960&format=geojson,,,,,automatic,0,81,nc,21342960,",nc21342960,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",38,0.03784,0.08,44,md,earthquake,M 2.3 - Central California,311,Point,"[-120.8643333, 35.5501667, 5.961]",311
0,2.44,Northern California,1076705796070,1483761142410,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342949,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342949&format=geojson,,,,,automatic,0,92,nc,21342949,",nc21342949,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",31,0.01622,0.08,72,md,earthquake,M 2.4 - Northern California,312,Point,"[-122.8056667, 38.7941667, 2.593]",312
0,2.41,Central California,1076704645320,1483761137182,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342943&format=geojson,,,,,automatic,0,89,nc,21342943,",nc21342943,",",nc,",",nearby-cities,origin,phase-data,",48,0.04054,0.16,37,md,earthquake,M 2.4 - Central California,313,Point,"[-120.86, 35.5485, 6.831]",313
0,2.45,Northern California,1076703926360,1483761133348,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342942&format=geojson,,,,,automatic,0,92,nc,21342942,",nc21342942,",",nc,",",nearby-cities,origin,phase-data,",15,0.05856,0.12,106,md,earthquake,M 2.5 - Northern California,314,Point,"[-121.8841667, 40.6098333, 15.465]",314
0,2.75,Northern California,1076703567190,1483761129826,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342941&format=geojson,,,,,automatic,0,116,nc,21342941,",nc21342941,",",nc,",",nearby-cities,origin,phase-data,",14,0.06126,0.05,107,md,earthquake,M 2.8 - Northern California,315,Point,"[-121.879, 40.6118333, 15.995]",315
0,2.71,"San Francisco Bay area, California",1076701774630,1483761118240,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30227031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30227031&format=geojson,,,,,reviewed,0,113,nc,30227031,",nc30227031,usp000cm4h,",",nc,us,",",focal-mechanism,impact-text,nearby-cities,origin,phase-data,",95,0.03333,0.14,26,md,earthquake,"M 2.7 - San Francisco Bay area, California",316,Point,"[-122.3486667, 37.9728333, 5.972]",316
0,2.42,Central California,1076691519870,1483761106960,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342896&format=geojson,,,,,automatic,0,90,nc,21342896,",nc21342896,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",41,0.06486,0.09,32,md,earthquake,M 2.4 - Central California,317,Point,"[-120.8278333, 35.5343333, 7.18]",317
0,2.23,Utah,1076691320580,1535488725820,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50282375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50282375&format=geojson,,,,,reviewed,0,77,uu,50282375,",uu50282375,",",uu,",",origin,phase-data,",5,0.03255,0.09,128,md,earthquake,M 2.2 - Utah,318,Point,"[-110.7181667, 39.7036667, -2.31]",318
0,2.45,Central California,1076686182940,1483761100560,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342882,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342882&format=geojson,,,,,automatic,0,92,nc,21342882,",nc21342882,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",43,0.04234,0.1,63,md,earthquake,M 2.5 - Central California,319,Point,"[-120.9501667, 35.6428333, 5.52]",319
0,2.36,Central California,1076681708360,1483761086271,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008530,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008530&format=geojson,,,,,reviewed,0,86,nc,68008530,",nc68008530,",",nc,",",nearby-cities,origin,phase-data,",14,0.03423,0.08,173,md,earthquake,M 2.4 - Central California,320,Point,"[-120.8893333, 35.5655, 4.623]",320
0,2.7,southern Idaho,1076673390480,1415323280952,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cm3p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000cm3p&format=geojson,,,,,reviewed,0,112,us,p000cm3p,",usp000cm3p,",",us,",",impact-text,origin,phase-data,",16,,0.51,120.1,ml,earthquake,M 2.7 - southern Idaho,321,Point,"[-111.723, 42.771, 5]",321
0,2.05,Central California,1076666880530,1483761072716,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008528,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008528&format=geojson,,,,,reviewed,0,65,nc,68008528,",nc68008528,",",nc,",",nearby-cities,origin,phase-data,",8,0.06306,0.12,195,md,earthquake,M 2.1 - Central California,322,Point,"[-121.0463333, 35.712, 7.294]",322
0,2.26,Central California,1076661082600,1483761062497,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342800&format=geojson,,,,,automatic,0,79,nc,21342800,",nc21342800,",",nc,",",nearby-cities,origin,phase-data,",34,0.04505,0.1,82,md,earthquake,M 2.3 - Central California,323,Point,"[-121.0943333, 35.7333333, 8.453]",323
0,2.24,Central California,1076658082610,1483761050760,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342796&format=geojson,,,,,reviewed,0,77,nc,21342796,",nc21342796,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",39,0.04595,0.05,57,md,earthquake,M 2.2 - Central California,324,Point,"[-121.0476667, 36.4696667, 5.334]",324
0,2.82,Utah,1076654132790,1535488725000,,https://earthquake.usgs.gov/earthquakes/eventpage/uu50282360,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu50282360&format=geojson,,,,,reviewed,0,122,uu,50282360,",usp000cm39,uu50282360,",",us,uu,",",impact-text,origin,phase-data,",31,0.1209,0.17,87,ml,earthquake,M 2.8 - Utah,325,Point,"[-111.8221667, 41.9993333, 4.11]",325
0,2.1,Central California,1076645581420,1483761022328,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008526&format=geojson,,,,,reviewed,0,68,nc,68008526,",nc68008526,",",nc,",",nearby-cities,origin,phase-data,",12,0.06126,0.17,187,md,earthquake,M 2.1 - Central California,326,Point,"[-120.9331667, 35.6288333, 5.663]",326
0,2.23,Central California,1076638149830,1483760998767,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008523,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008523&format=geojson,,,,,reviewed,0,77,nc,68008523,",nc68008523,",",nc,",",nearby-cities,origin,phase-data,",13,0.06486,0.2,179,md,earthquake,M 2.2 - Central California,327,Point,"[-120.8285, 35.5246667, 4.195]",327
0,2.24,Central California,1076632762460,1483760988394,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342720,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342720&format=geojson,,,,,automatic,0,77,nc,21342720,",nc21342720,",",nc,",",nearby-cities,origin,phase-data,",30,0.05315,0.16,57,md,earthquake,M 2.2 - Central California,328,Point,"[-120.842, 35.5346667, 4.296]",328
0,2,"17km E of Little Lake, California",1076632334460,1455689799963,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9983009,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9983009&format=geojson,,,,,reviewed,0,62,ci,9983009,",ci9983009,",",ci,",",nearby-cities,origin,phase-data,",9,0.07386,0.09,77,mh,quarry blast,"M 2.0 Quarry Blast - 17km E of Little Lake, California",329,Point,"[-117.7228333, 35.907, -1.052]",329
0,2.4,Oregon,1076626940580,1469239030840,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10600133,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10600133&format=geojson,,,,,reviewed,0,89,uw,10600133,",uw10600133,",",uw,",",origin,phase-data,",31,0.06284,0.32,55,md,earthquake,M 2.4 - Oregon,330,Point,"[-122.5268333, 45.1673333, 21.203]",330
0,2.8,Washington,1076625847820,1469239030360,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10600093,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10600093&format=geojson,,,,,reviewed,0,121,uw,10600093,",uw10600093,",",uw,",",origin,phase-data,",8,0.09571,0.09,112,md,explosion,M 2.8 Explosion - Washington,331,Point,"[-122.7921667, 46.7433333, 0.42]",331
0,2.28,Central California,1076620233210,1483760956384,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008521,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008521&format=geojson,,,,,reviewed,0,80,nc,68008521,",nc68008521,",",nc,",",nearby-cities,origin,phase-data,",13,0.05946,0.17,200,md,earthquake,M 2.3 - Central California,332,Point,"[-120.8785, 35.5883333, 3.403]",332
0,2.05,Northern California,1076610390720,1483760942071,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342609,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342609&format=geojson,,,,,automatic,0,65,nc,21342609,",nc21342609,",",nc,",",nearby-cities,origin,phase-data,",12,0.1144,0.07,93,md,earthquake,M 2.1 - Northern California,333,Point,"[-123.1306667, 39.2373333, 2.04]",333
0,2.08,"16km W of Imperial, CA",1076603902830,1459614802976,,https://earthquake.usgs.gov/earthquakes/eventpage/ci9982829,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci9982829&format=geojson,,,,,reviewed,0,67,ci,9982829,",ci9982829,",",ci,",",nearby-cities,origin,phase-data,",25,0.01301,0.27,47,ml,earthquake,"M 2.1 - 16km W of Imperial, CA",334,Point,"[-115.7428333, 32.8461667, 9.279]",334
0,2.8,Northern California,1076602351250,1483760925828,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342574,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342574&format=geojson,,,,,automatic,0,121,nc,21342574,",nc21342574,",",nc,",",nearby-cities,origin,phase-data,",9,0.07207,0.1,142,md,earthquake,M 2.8 - Northern California,335,Point,"[-124.1188333, 40.2441667, 6.003]",335
0,2.05,Central California,1076600330250,1483760922014,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008520,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008520&format=geojson,,,,,reviewed,0,65,nc,68008520,",nc68008520,",",nc,",",nearby-cities,origin,phase-data,",11,0.03694,0.15,193,md,earthquake,M 2.1 - Central California,336,Point,"[-120.8636667, 35.5465, 7.193]",336
0,2.42,offshore Central California,1076600259940,1483760918728,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008519,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008519&format=geojson,,,,,reviewed,0,90,nc,68008519,",nc68008519,",",nc,",",nearby-cities,origin,phase-data,",9,0.2423,0.33,287,md,earthquake,M 2.4 - offshore Central California,337,Point,"[-120.8953333, 34.8141667, 4.299]",337
0,2.83,offshore Central California,1076599708020,1483760911794,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342562,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342562&format=geojson,,,,,automatic,0,123,nc,21342562,",ci9982809,nc21342562,",",ci,nc,",",nearby-cities,origin,phase-data,",30,0.3036,0.66,226,md,earthquake,M 2.8 - offshore Central California,338,Point,"[-120.962, 34.7855, 8.263]",338
0,2.17,Central California,1076594455890,1483760895108,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342532,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342532&format=geojson,,,,,automatic,0,72,nc,21342532,",nc21342532,",",nc,",",nearby-cities,origin,phase-data,",35,0.04324,0.08,85,md,earthquake,M 2.2 - Central California,339,Point,"[-120.9015, 35.5766667, 6.071]",339
0,2.42,Central California,1076593811370,1483760891455,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342528,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342528&format=geojson,,,,,automatic,0,90,nc,21342528,",nc21342528,",",nc,",",nearby-cities,origin,phase-data,",43,0.0955,0.08,51,md,earthquake,M 2.4 - Central California,340,Point,"[-120.7903333, 35.5278333, 3.898]",340
0,2,Northern California,1076593627730,1483760887350,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342526&format=geojson,,,,,automatic,0,62,nc,21342526,",nc21342526,",",nc,",",nearby-cities,origin,phase-data,",18,0.01261,0.06,53,md,earthquake,M 2.0 - Northern California,341,Point,"[-122.7843333, 38.798, -0.801]",341
0,2.17,Central California,1076591412250,1483760873046,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342511&format=geojson,,,,,automatic,0,72,nc,21342511,",nc21342511,",",nc,",",nearby-cities,origin,phase-data,",32,0.07658,0.1,78,md,earthquake,M 2.2 - Central California,342,Point,"[-121.0695, 35.7163333, 6.731]",342
0,2.09,Central California,1076582382060,1483760859126,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342466&format=geojson,,,,,automatic,0,67,nc,21342466,",nc21342466,",",nc,",",nearby-cities,origin,phase-data,",27,0.07387,0.08,94,md,earthquake,M 2.1 - Central California,343,Point,"[-120.8813333, 35.6051667, 6.972]",343
0,2.19,Central California,1076581592830,1483760850670,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21342463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21342463&format=geojson,,,,,reviewed,0,74,nc,21342463,",nc21342463,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",50,0.05135,0.05,60,md,earthquake,M 2.2 - Central California,344,Point,"[-121.1126667, 36.5521667, 8.736]",344
0,2.4,Central California,1076581283380,1483760845668,,https://earthquake.usgs.gov/earthquakes/eventpage/nc68008511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc68008511&format=geojson,,,,,reviewed,0,89,nc,68008511,",nc68008511,",",nc,",",nearby-cities,origin,phase-data,",14,0.06126,0.19,190,md,earthquake,M 2.4 - Central California,345,Point,"[-120.8683333, 35.5865, 3.223]",345
0,3.61,Central California,1076578066740,1531160669080,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30227007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30227007&format=geojson,36,3.8,,,reviewed,0,214,nc,30227007,",nc40153178,ci9982749,nc30227007,usp000cm1h,",",nc,ci,nc,us,",",associate,dyfi,focal-mechanism,impact-text,nearby-cities,origin,phase-data,",72,0.05315,0.07,46,mw,earthquake,M 3.6 - Central California,346,Point,"[-120.8781667, 35.5891667, 3.382]",346
