,index,type,time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
167,167,earthquake,1989-10-18 17:20:06.600,1.62,Northern California,reviewed,0,40,nc,27.0,0.03514,0.04,58.0,md,-121.9793333,37.1675,9.544
168,168,earthquake,1989-10-18 17:18:56.580,1.89,Northern California,reviewed,0,55,nc,43.0,0.05045,0.05,62.0,md,-121.8616667,37.0638333,11.313
169,169,earthquake,1989-10-18 17:16:59.760,1.73,Northern California,reviewed,0,46,nc,33.0,0.04955,0.05,47.0,md,-121.8983333,37.1276667,8.611
170,170,earthquake,1989-10-18 17:14:06.400,2.94,Northern California,reviewed,0,133,nc,51.0,0.03243,0.08,58.0,md,-121.9668333,37.1528333,4.889
171,171,earthquake,1989-10-18 17:12:46.000,2.13,Northern California,reviewed,0,70,nc,41.0,0.06757,0.06,66.0,md,-121.9696667,37.1086667,15.419
172,172,earthquake,1989-10-18 17:11:49.970,2.11,Northern California,reviewed,0,68,nc,40.0,0.06847,0.07,67.0,md,-121.9701667,37.1083333,15.559
173,173,earthquake,1989-10-18 17:11:11.030,2.41,Northern California,reviewed,0,89,nc,48.0,0.02793,0.07,60.0,md,-121.995,37.1648333,10.914
174,174,earthquake,1989-10-18 17:07:16.230,1.15,Northern California,reviewed,0,20,nc,11.0,0.042339999999999996,0.05,108.0,md,-121.9025,37.1338333,3.399
175,175,earthquake,1989-10-18 17:06:51.240,1.19,Northern California,reviewed,0,22,nc,14.0,0.06216,0.08,96.0,md,-121.9046667,37.0825,9.619
176,176,earthquake,1989-10-18 17:03:28.640,2.26,Northern California,reviewed,0,79,nc,48.0,0.04595,0.06,63.0,md,-121.9796667,37.1426667,12.609
177,177,earthquake,1989-10-18 17:01:25.610,2.42,Northern California,reviewed,0,90,nc,44.0,0.02613,0.07,61.0,md,-121.9975,37.162,12.577
178,178,earthquake,1989-10-18 17:01:06.400,1.97,Northern California,reviewed,0,60,nc,44.0,0.05135,0.13,64.0,md,-121.9725,37.1295,13.309
179,179,earthquake,1989-10-18 16:58:01.600,3.5,Northern California,reviewed,0,188,nc,42.0,0.2207,0.19,142.0,ml,-121.8101667,37.0315,2.346
180,180,earthquake,1989-10-18 16:55:45.990,2.49,Northern California,reviewed,0,95,nc,38.0,0.042339999999999996,0.11,74.0,md,-121.7976667,37.079,8.195
181,181,earthquake,1989-10-18 16:55:11.890,2.59,Northern California,reviewed,0,103,nc,23.0,0.05856,0.16,73.0,md,-121.9906667,37.1156667,19.836
182,182,earthquake,1989-10-18 16:54:11.510,1.11,Northern California,reviewed,0,19,nc,9.0,0.03243,0.02,161.0,md,-121.9898333,37.166,5.554
183,183,earthquake,1989-10-18 16:53:16.710,1.22,Northern California,reviewed,0,23,nc,9.0,0.034230000000000003,0.03,106.0,md,-121.9873333,37.1623333,6.854
184,184,earthquake,1989-10-18 16:51:16.940,3.1,Northern California,reviewed,0,148,nc,42.0,0.07477,0.09,69.0,ml,-121.7883333,37.0438333,4.9
185,185,earthquake,1989-10-18 16:50:04.710,1.54,Northern California,reviewed,0,36,nc,8.0,0.04054,0.09,141.0,md,-121.8601667,37.1188333,4.317
186,186,earthquake,1989-10-18 16:45:11.340,2.11,Northern California,reviewed,0,68,nc,17.0,0.07027,0.07,79.0,md,-121.8001667,37.0445,6.35
187,187,earthquake,1989-10-18 16:44:54.300,2.05,"San Francisco Bay area, California",reviewed,0,65,nc,30.0,0.05045,0.07,39.0,md,-121.8443333,37.6733333,7.271
188,188,earthquake,1989-10-18 16:42:53.570,1.13,Northern California,reviewed,0,20,nc,10.0,0.02342,0.04,156.0,md,-121.7046667,36.9753333,5.793
189,189,earthquake,1989-10-18 16:38:31.120,2.08,Northern California,reviewed,0,67,nc,23.0,0.05225,0.05,100.0,md,-121.7095,37.0038333,1.98
190,190,earthquake,1989-10-18 16:38:18.610,1.45,Northern California,reviewed,0,32,nc,27.0,0.08108,0.04,54.0,md,-121.9283333,37.0786667,14.341
191,191,earthquake,1989-10-18 16:32:57.170,1.23,Northern California,reviewed,0,23,nc,15.0,0.005405,0.05,76.0,md,-122.025,37.1686667,11.307
192,192,earthquake,1989-10-18 16:32:44.100,1.26,Northern California,reviewed,0,24,nc,20.0,0.05225,0.04,114.0,md,-121.9588333,37.1221667,11.269
193,193,earthquake,1989-10-18 16:30:25.370,1.47,Northern California,reviewed,0,33,nc,24.0,0.01261,0.05,72.0,md,-121.98,37.1911667,3.264
194,194,earthquake,1989-10-18 16:29:28.900,2.14,Northern California,reviewed,0,70,nc,28.0,0.02883,0.09,44.0,md,-122.6263333,38.3833333,5.139
195,195,earthquake,1989-10-18 16:28:48.060,1.73,Northern California,reviewed,0,46,nc,32.0,0.03333,0.07,47.0,md,-121.874,37.1183333,3.171
196,196,earthquake,1989-10-18 16:26:16.410,2.14,Northern California,reviewed,0,70,nc,28.0,0.03784,0.08,104.0,md,-122.0621667,37.193,14.226
197,197,earthquake,1989-10-18 16:25:56.680,1.32,Northern California,reviewed,0,27,nc,15.0,0.05405,0.05,110.0,md,-121.809,37.0586667,5.057
198,198,quarry blast,1989-10-18 16:23:56.800,1.02,Central California,reviewed,0,16,nc,4.0,0.03333,0.03,124.0,md,-120.438,37.9268333,-0.54
199,199,earthquake,1989-10-18 16:19:48.600,1.12,Northern California,reviewed,0,19,nc,17.0,0.056760000000000005,0.02,75.0,md,-121.914,37.1145,6.809
200,200,earthquake,1989-10-18 16:18:43.330,1.67,Northern California,reviewed,0,43,nc,29.0,0.08467999999999999,0.04,56.0,md,-121.9295,37.0723333,16.081
201,201,earthquake,1989-10-18 16:16:47.820,1.49,Northern California,reviewed,0,34,nc,19.0,0.07837999999999999,0.22,135.0,md,-121.7908333,36.9703333,9.03
202,202,earthquake,1989-10-18 16:16:04.230,1.73,Northern California,reviewed,0,46,nc,29.0,0.05315,0.08,88.0,md,-121.7076667,37.0053333,1.14
203,203,earthquake,1989-10-18 16:14:46.810,1.69,Northern California,reviewed,0,44,nc,26.0,0.06847,0.04,67.0,md,-121.8181667,37.0418333,10.034
204,204,earthquake,1989-10-18 16:12:23.420,1.1,Northern California,reviewed,0,19,nc,23.0,0.01081,0.04,73.0,md,-121.6915,36.9426667,9.387
205,205,earthquake,1989-10-18 16:10:27.280,1.97,Northern California,reviewed,0,60,nc,34.0,0.02883,0.12,72.0,md,-121.7146667,36.9773333,5.542
206,206,earthquake,1989-10-18 16:08:53.670,1.58,Northern California,reviewed,0,38,nc,25.0,0.03874,0.04,59.0,md,-121.9788333,37.1586667,8.309
207,207,earthquake,1989-10-18 16:07:50.190,1.2,Northern California,reviewed,0,22,nc,17.0,0.05495,0.02,83.0,md,-121.9023333,37.1158333,9.189
208,208,earthquake,1989-10-18 16:07:26.400,1.79,Northern California,reviewed,0,49,nc,36.0,0.08378,0.03,109.0,md,-121.7848333,36.9961667,15.41
209,209,earthquake,1989-10-18 16:03:54.570,2.23,Northern California,reviewed,0,77,nc,33.0,0.06847,0.16,82.0,md,-121.7906667,37.0498333,9.087
210,210,earthquake,1989-10-18 16:02:39.890,1.58,Northern California,reviewed,0,38,nc,14.0,0.08467999999999999,0.04,75.0,md,-121.7831667,36.9991667,16.36
211,211,earthquake,1989-10-18 16:00:41.710,2.05,Northern California,reviewed,0,65,nc,45.0,0.04865,0.09,58.0,md,-121.8763333,37.074,11.042
212,212,earthquake,1989-10-18 15:57:05.020,1.46,Northern California,reviewed,0,33,nc,9.0,0.03153,0.16,94.0,md,-122.1846667,37.298,5.549
213,213,earthquake,1989-10-18 15:55:56.040,1.48,Northern California,reviewed,0,34,nc,14.0,0.05495,0.1,102.0,md,-121.7096667,37.007,-0.27
214,214,earthquake,1989-10-18 15:55:39.350,1.45,Northern California,reviewed,0,32,nc,11.0,0.02072,0.05,124.0,md,-121.9736667,37.1845,2.371
215,215,earthquake,1989-10-18 15:53:59.700,1.33,Northern California,reviewed,0,27,nc,14.0,0.07297000000000001,0.05,112.0,md,-121.7836667,37.049,4.028
216,216,earthquake,1989-10-18 15:51:06.780,1.62,Northern California,reviewed,0,40,nc,30.0,0.09009,0.05,56.0,md,-121.936,37.0693333,17.821
217,217,earthquake,1989-10-18 15:50:14.300,1.29,Northern California,reviewed,0,26,nc,21.0,0.015319999999999999,0.05,65.0,md,-121.9768333,37.1896667,3.054
218,218,earthquake,1989-10-18 15:47:53.380,1.76,Northern California,reviewed,0,48,nc,39.0,0.07927999999999999,0.05,72.0,md,-121.7651667,37.0086667,11.92
219,219,earthquake,1989-10-18 15:47:21.160,1.09,Northern California,reviewed,0,18,nc,6.0,0.01712,0.02,117.0,md,-122.0121667,37.1738333,7.103
220,220,earthquake,1989-10-18 15:44:37.860,1.72,Northern California,reviewed,0,46,nc,21.0,0.03514,0.03,87.0,md,-121.9748333,37.1608333,9.669
221,221,earthquake,1989-10-18 15:43:47.860,1.21,Northern California,reviewed,0,23,nc,15.0,0.03333,0.07,66.0,md,-122.057,37.1905,15.092
222,222,earthquake,1989-10-18 15:40:48.400,1.08,Northern California,reviewed,0,18,nc,9.0,0.05946,0.01,93.0,md,-121.9246667,37.1103333,7.469
223,223,earthquake,1989-10-18 15:40:13.430,1.07,Northern California,reviewed,0,18,nc,13.0,0.056760000000000005,0.02,104.0,md,-121.9086667,37.1163333,6.909
224,224,earthquake,1989-10-18 15:36:59.260,1.26,Northern California,reviewed,0,24,nc,7.0,0.03874,0.14,180.0,md,-121.8101667,37.0755,5.022
225,225,earthquake,1989-10-18 15:36:27.590,1.97,Northern California,reviewed,0,60,nc,40.0,0.009909999999999999,0.09,50.0,md,-121.8463333,37.1106667,3.232
226,226,earthquake,1989-10-18 15:34:57.350,1.12,Northern California,reviewed,0,19,nc,7.0,0.04685,0.03,172.0,md,-121.926,37.1225,9.069
227,227,earthquake,1989-10-18 15:34:36.160,1.52,Northern California,reviewed,0,36,nc,4.0,0.02342,0.01,140.0,ma,-121.9701667,37.1835,4.626
228,228,earthquake,1989-10-18 15:34:12.630,2.0,Northern California,reviewed,0,62,nc,31.0,0.04324,0.06,72.0,md,-121.7321667,36.9843333,10.3
229,229,earthquake,1989-10-18 15:33:50.010,1.16,Northern California,reviewed,0,21,nc,11.0,0.05766,0.03,125.0,md,-121.945,37.1126667,11.509
230,230,earthquake,1989-10-18 15:33:15.090,2.76,Central California,reviewed,0,117,nc,46.0,0.02973,0.06,41.0,md,-121.5345,36.816,5.722
231,231,earthquake,1989-10-18 15:30:49.730,1.19,Northern California,reviewed,0,22,nc,10.0,0.006306,0.02,150.0,md,-121.8426667,37.1078333,3.332
232,232,earthquake,1989-10-18 15:30:33.970,1.26,Northern California,reviewed,0,24,nc,11.0,0.04144,0.03,124.0,md,-121.9616667,37.135,10.447
233,233,earthquake,1989-10-18 15:26:48.880,1.58,Northern California,reviewed,0,38,nc,22.0,0.1342,0.02,75.0,md,-121.748,36.9813333,17.49
234,234,earthquake,1989-10-18 15:25:06.520,1.7,Northern California,reviewed,0,44,nc,20.0,0.02613,0.07,57.0,md,-122.0423333,37.1888333,11.486
235,235,earthquake,1989-10-18 15:24:38.280,1.68,Northern California,reviewed,0,43,nc,11.0,0.02162,0.03,71.0,md,-121.9226667,37.1493333,5.921
236,236,earthquake,1989-10-18 15:24:00.570,1.03,Northern California,reviewed,0,16,nc,7.0,0.07297000000000001,0.01,124.0,md,-121.7695,36.9958333,14.151
237,237,earthquake,1989-10-18 15:21:58.410,1.12,Northern California,reviewed,0,19,nc,9.0,0.03694,0.03,93.0,md,-121.9715,37.151,8.969
238,238,earthquake,1989-10-18 15:20:26.650,1.05,Northern California,reviewed,0,17,nc,13.0,0.05586,0.02,130.0,md,-121.904,37.1153333,4.079
239,239,earthquake,1989-10-18 15:19:19.420,2.73,"50km WSW of Carlsbad, CA",reviewed,0,115,ci,0.0,,0.348,150.1,mc,-117.848,33.002,5.806
240,240,earthquake,1989-10-18 15:17:24.050,1.05,Northern California,reviewed,0,17,nc,5.0,0.002703,0.03,168.0,md,-121.9346667,37.1698333,4.097
241,241,earthquake,1989-10-18 15:16:39.990,2.6,Northern California,reviewed,0,104,nc,38.0,0.03243,0.08,47.0,md,-121.8738333,37.118,2.121
242,242,earthquake,1989-10-18 15:16:29.200,1.47,Northern California,reviewed,0,33,nc,12.0,0.04324,0.05,119.0,md,-121.983,37.143,11.237
243,243,earthquake,1989-10-18 15:16:06.770,1.51,Northern California,reviewed,0,35,nc,9.0,0.04054,0.06,124.0,md,-121.9011667,37.1368333,3.917
244,244,earthquake,1989-10-18 15:13:47.310,1.14,Northern California,reviewed,0,20,nc,5.0,0.0964,0.01,165.0,md,-121.9271667,37.0728333,14.901
245,245,earthquake,1989-10-18 15:13:22.450,1.33,Northern California,reviewed,0,27,nc,12.0,0.02973,0.05,148.0,md,-121.8715,37.1041667,3.531
246,246,earthquake,1989-10-18 15:12:20.130,1.33,Northern California,reviewed,0,27,nc,14.0,0.036039999999999996,0.07,87.0,md,-121.831,37.073,7.792
247,247,earthquake,1989-10-18 15:11:14.680,1.62,Northern California,reviewed,0,40,nc,33.0,0.01441,0.08,72.0,md,-121.6773333,36.9385,6.857
248,248,earthquake,1989-10-18 15:08:18.170,2.09,Northern California,reviewed,0,67,nc,45.0,0.05405,0.05,64.0,md,-121.8518333,37.0573333,11.582
249,249,earthquake,1989-10-18 15:03:29.400,1.21,Northern California,reviewed,0,23,nc,19.0,0.02883,0.05,79.0,md,-121.9918333,37.173,7.264
250,250,earthquake,1989-10-18 15:00:42.560,2.49,Northern California,reviewed,0,95,nc,57.0,0.02613,0.07,49.0,md,-122.0001667,37.1776667,9.604
251,251,earthquake,1989-10-18 14:58:42.300,1.81,"San Francisco Bay area, California",reviewed,0,50,nc,28.0,0.1027,0.06,65.0,md,-121.8431667,37.6805,8.774
252,252,earthquake,1989-10-18 14:57:29.620,1.14,Northern California,reviewed,0,20,nc,10.0,0.04054,0.03,74.0,md,-122.0051667,37.1295,11.659
253,253,earthquake,1989-10-18 14:56:11.320,1.8,Northern California,reviewed,0,50,nc,22.0,0.08467999999999999,0.02,73.0,md,-121.83,37.0243333,16.141
254,254,earthquake,1989-10-18 14:53:17.850,2.42,Northern California,reviewed,0,90,nc,16.0,0.02252,0.06,89.0,md,-121.9736667,37.182,2.394
255,255,earthquake,1989-10-18 14:53:14.730,1.7,Northern California,reviewed,0,44,nc,41.0,0.0964,0.12,77.0,ma,-121.8301667,37.0128333,16.208
256,256,earthquake,1989-10-18 14:52:54.180,1.79,Northern California,reviewed,0,49,nc,45.0,0.025230000000000002,0.05,74.0,md,-121.7203333,36.9675,13.712
257,257,earthquake,1989-10-18 14:51:30.020,1.43,Northern California,reviewed,0,31,nc,22.0,0.08739,0.04,105.0,md,-121.8291667,37.0218333,17.044
258,258,earthquake,1989-10-18 14:46:32.310,1.91,"3km SSW of Rosemead, CA",reviewed,0,56,ci,0.0,,0.10099999999999999,132.3,mc,-118.089,34.055,9.479
259,259,earthquake,1989-10-18 14:46:14.780,1.42,Northern California,reviewed,0,31,nc,19.0,0.027030000000000002,0.04,161.0,md,-121.7085,36.9781667,9.402
260,260,earthquake,1989-10-18 14:45:15.510,1.03,Northern California,reviewed,0,16,nc,7.0,0.019819999999999997,0.02,103.0,md,-122.0053333,37.1688333,8.144
261,261,earthquake,1989-10-18 14:44:53.670,1.57,Northern California,reviewed,0,38,nc,31.0,0.02072,0.09,70.0,md,-122.0163333,37.147,18.477
262,262,earthquake,1989-10-18 14:44:18.410,1.66,Northern California,reviewed,0,42,nc,29.0,0.08018,0.05,62.0,md,-121.9115,37.0583333,14.651
263,263,earthquake,1989-10-18 14:43:05.550,1.4,Northern California,reviewed,0,30,nc,32.0,0.008108,0.05,74.0,md,-121.7048333,36.954,13.507
264,264,earthquake,1989-10-18 14:42:34.940,1.42,Northern California,reviewed,0,31,nc,17.0,0.060360000000000004,0.03,88.0,md,-121.9853333,37.116,15.859
265,265,earthquake,1989-10-18 14:41:30.430,1.79,Northern California,reviewed,0,49,nc,37.0,0.06486,0.06,54.0,md,-121.9086667,37.0826667,11.759
266,266,earthquake,1989-10-18 14:39:37.630,1.47,Northern California,reviewed,0,33,nc,12.0,0.060360000000000004,0.02,159.0,md,-121.7225,37.0091667,4.88
267,267,earthquake,1989-10-18 14:37:02.280,1.37,Northern California,reviewed,0,29,nc,24.0,0.1063,0.03,78.0,md,-121.8116667,37.0043333,16.538
268,268,earthquake,1989-10-18 14:36:08.960,1.35,Northern California,reviewed,0,28,nc,22.0,0.02342,0.04,117.0,md,-121.704,36.9755,9.542
269,269,earthquake,1989-10-18 14:33:36.420,1.46,Northern California,reviewed,0,33,nc,18.0,0.1342,0.03,73.0,md,-121.7445,36.985,14.536
270,270,earthquake,1989-10-18 14:32:37.200,1.99,Northern California,reviewed,0,61,nc,31.0,0.042339999999999996,0.04,72.0,md,-121.7293333,36.9848333,12.644
271,271,earthquake,1989-10-18 14:32:11.790,1.81,Northern California,reviewed,0,50,nc,6.0,0.027030000000000002,0.02,149.0,md,-121.9586667,37.1525,9.849
272,272,earthquake,1989-10-18 14:32:11.530,1.94,Northern California,reviewed,0,58,nc,31.0,0.1063,0.03,84.0,md,-121.822,36.983,13.517
273,273,earthquake,1989-10-18 14:32:09.780,2.04,Northern California,reviewed,0,64,nc,16.0,0.03153,0.53,125.0,md,-121.7281667,36.9696667,0.445
274,274,earthquake,1989-10-18 14:30:03.820,1.28,Northern California,reviewed,0,25,nc,8.0,0.05045,0.03,99.0,ma,-122.0451667,37.1825,13.262
275,275,earthquake,1989-10-18 14:29:42.470,1.47,Northern California,reviewed,0,33,nc,23.0,0.006306,0.08,73.0,md,-121.6898333,36.949,8.527
276,276,earthquake,1989-10-18 14:28:51.270,1.35,Northern California,reviewed,0,28,nc,19.0,0.06937,0.11,73.0,md,-122.0058333,37.1326667,16.418
277,277,earthquake,1989-10-18 14:27:24.140,2.09,Northern California,reviewed,0,67,nc,48.0,0.01171,0.07,72.0,md,-121.6681667,36.9208333,10.641
278,278,earthquake,1989-10-18 14:26:53.280,1.42,Northern California,reviewed,0,31,nc,10.0,0.08829,0.02,159.0,md,-121.9376667,37.0776667,16.191
279,279,earthquake,1989-10-18 14:25:00.350,2.73,Northern California,reviewed,0,115,nc,48.0,0.027030000000000002,0.07,55.0,md,-121.9986667,37.1745,8.694
280,280,earthquake,1989-10-18 14:22:54.650,1.42,Northern California,reviewed,0,31,nc,5.0,0.1153,0.01,109.0,md,-121.8916667,37.0476667,12.851
281,281,earthquake,1989-10-18 14:22:04.220,2.23,Northern California,reviewed,0,77,nc,37.0,0.03153,0.08,60.0,md,-121.991,37.1643333,9.364
282,282,earthquake,1989-10-18 14:20:19.780,2.19,Northern California,reviewed,0,74,nc,35.0,0.025230000000000002,0.07,59.0,md,-121.9988333,37.171,9.914
283,283,earthquake,1989-10-18 14:17:20.620,2.27,Northern California,reviewed,0,79,nc,39.0,0.05405,0.06,48.0,md,-121.6381667,36.989,2.45
284,284,earthquake,1989-10-18 14:16:06.220,1.58,Northern California,reviewed,0,38,nc,37.0,0.02342,0.06,75.0,md,-121.7226667,36.9618333,15.332
285,285,earthquake,1989-10-18 14:14:58.050,1.63,Northern California,reviewed,0,41,nc,37.0,0.05405,0.04,93.0,md,-121.7475,36.9866667,14.43
286,286,earthquake,1989-10-18 14:12:54.510,1.0,Northern California,reviewed,0,15,nc,9.0,0.03784,0.02,143.0,md,-121.8818333,37.109,4.811
287,287,earthquake,1989-10-18 14:11:59.240,1.11,Northern California,reviewed,0,19,nc,14.0,0.027030000000000002,0.03,154.0,md,-121.7266667,36.9635,14.412
288,288,earthquake,1989-10-18 14:09:33.460,1.35,Northern California,reviewed,0,28,nc,11.0,0.06126,0.03,112.0,md,-121.8386667,37.0481667,12.804
289,289,earthquake,1989-10-18 14:09:06.600,1.37,Northern California,reviewed,0,29,nc,15.0,0.02973,0.02,64.0,md,-121.9616667,37.1516667,7.769
290,290,earthquake,1989-10-18 14:04:57.750,2.57,Northern California,reviewed,0,102,nc,53.0,0.07117000000000001,0.06,75.0,md,-121.7688333,36.9928333,14.62
291,291,earthquake,1989-10-18 14:04:06.290,1.36,Northern California,reviewed,0,28,nc,12.0,0.03153,0.05,70.0,md,-122.0348333,37.1958333,10.926
292,292,earthquake,1989-10-18 14:02:33.990,1.71,Central California,reviewed,0,45,nc,25.0,0.024319999999999998,0.06,58.0,md,-118.656,37.4623333,6.361
293,293,earthquake,1989-10-18 14:00:21.710,1.23,Northern California,reviewed,0,23,nc,9.0,0.02613,0.02,133.0,md,-121.8665,37.114,3.271
294,294,earthquake,1989-10-18 13:57:22.980,1.62,Northern California,reviewed,0,40,nc,10.0,0.02973,0.03,181.0,md,-122.0145,37.1813333,19.838
295,295,earthquake,1989-10-18 13:57:18.130,1.32,Northern California,reviewed,0,27,nc,15.0,0.060360000000000004,0.04,105.0,md,-121.7986667,37.0558333,6.167
296,296,earthquake,1989-10-18 13:55:38.350,1.41,Northern California,reviewed,0,31,nc,29.0,0.01712,0.08,71.0,md,-121.6771667,36.944,6.957
297,297,earthquake,1989-10-18 13:53:45.000,1.25,Northern California,reviewed,0,24,nc,22.0,0.07477,0.05,75.0,md,-121.7713333,36.9961667,14.067
298,298,earthquake,1989-10-18 13:53:28.280,1.52,Northern California,reviewed,0,36,nc,22.0,0.042339999999999996,0.05,58.0,md,-121.8638333,37.074,10.382
299,299,earthquake,1989-10-18 13:52:06.590,1.77,Northern California,reviewed,0,48,nc,31.0,0.02342,0.07,50.0,md,-121.863,37.1041667,4.922
300,300,earthquake,1989-10-18 13:51:56.480,1.78,Northern California,reviewed,0,49,nc,6.0,0.025230000000000002,0.04,262.0,md,-121.8611667,37.0965,5.36
301,301,earthquake,1989-10-18 13:49:48.060,1.47,Northern California,reviewed,0,33,nc,24.0,0.04144,0.04,61.0,md,-121.6678333,36.9883333,3.06
302,302,earthquake,1989-10-18 13:48:25.640,1.45,Northern California,reviewed,0,32,nc,15.0,0.05586,0.04,63.0,md,-121.8016667,37.0601667,5.417
303,303,earthquake,1989-10-18 13:47:49.520,1.85,Northern California,reviewed,0,53,nc,36.0,0.034230000000000003,0.05,73.0,md,-121.7276667,36.9755,13.282
304,304,earthquake,1989-10-18 13:47:17.800,1.98,Northern California,reviewed,0,60,nc,34.0,0.07658,0.08,61.0,md,-121.9091667,37.0616667,16.031
305,305,earthquake,1989-10-18 13:43:46.740,2.08,Northern California,reviewed,0,67,nc,12.0,0.05586,0.05,51.0,md,-121.9208333,37.1146667,8.127
306,306,earthquake,1989-10-18 13:43:20.490,2.78,"San Francisco Bay area, California",reviewed,0,119,nc,34.0,0.06396,0.08,37.0,md,-122.0665,37.2731667,5.243
307,307,earthquake,1989-10-18 13:42:28.900,1.45,Northern California,reviewed,0,32,nc,8.0,0.05045,0.04,120.0,md,-122.05,37.1926667,13.804
308,308,earthquake,1989-10-18 13:37:03.040,1.83,Northern California,reviewed,0,52,nc,29.0,0.02252,0.08,75.0,md,-121.7206667,36.963,13.753
309,309,earthquake,1989-10-18 13:32:57.270,2.84,Northern California,reviewed,0,124,nc,47.0,0.06486,0.05,66.0,md,-121.816,37.046,10.564
310,310,earthquake,1989-10-18 13:32:30.260,1.76,Northern California,reviewed,0,48,nc,30.0,0.02072,0.05,70.0,md,-121.7025,36.9731667,7.322
311,311,earthquake,1989-10-18 13:31:59.900,1.41,Northern California,reviewed,0,31,nc,9.0,0.03243,0.06,123.0,md,-121.8723333,37.1195,4.161
312,312,earthquake,1989-10-18 13:30:35.370,1.33,Northern California,reviewed,0,27,nc,8.0,0.05045,0.05,163.0,md,-121.7105,37.0025,8.228
313,313,earthquake,1989-10-18 13:29:34.280,2.01,Northern California,reviewed,0,62,nc,34.0,0.03694,0.07,72.0,md,-121.722,36.9831667,10.66
314,314,earthquake,1989-10-18 13:28:58.610,1.1,Northern California,reviewed,0,19,nc,6.0,0.03333,0.02,127.0,md,-121.8745,37.1175,3.422
315,315,earthquake,1989-10-18 13:28:11.050,1.24,Northern California,reviewed,0,24,nc,9.0,0.060360000000000004,0.16,164.0,md,-122.0188333,37.1468333,17.772
316,316,earthquake,1989-10-18 13:26:42.350,1.19,Northern California,reviewed,0,22,nc,8.0,0.03153,0.03,113.0,md,-121.7073333,36.9828333,8.752
317,317,earthquake,1989-10-18 13:23:40.500,1.45,Northern California,reviewed,0,32,nc,19.0,0.0973,0.05,89.0,md,-121.7801667,37.0221667,14.258
318,318,earthquake,1989-10-18 13:19:44.020,1.1,Northern California,reviewed,0,19,nc,5.0,0.02883,0.02,129.0,md,-121.9581667,37.1496667,6.157
319,319,earthquake,1989-10-18 13:18:07.780,2.02,Northern California,reviewed,0,63,nc,12.0,0.06486,0.08,88.0,md,-121.9445,37.1056667,1.74
320,320,earthquake,1989-10-18 13:18:00.680,1.68,Northern California,reviewed,0,43,nc,13.0,0.06937,0.05,139.0,md,-121.9255,37.1001667,11.026
321,321,earthquake,1989-10-18 13:15:01.500,1.23,Northern California,reviewed,0,23,nc,6.0,0.03694,0.0,136.0,md,-121.9153333,37.1348333,2.428
322,322,earthquake,1989-10-18 13:13:47.420,1.09,Northern California,reviewed,0,18,nc,11.0,0.039639999999999995,0.05,122.0,md,-121.7028333,36.9538333,11.863
323,323,earthquake,1989-10-18 13:10:23.010,1.78,Northern California,reviewed,0,49,nc,29.0,0.04324,0.07,45.0,md,-121.887,37.12,4.251
324,324,earthquake,1989-10-18 13:05:59.690,1.64,Northern California,reviewed,0,41,nc,19.0,0.07387,0.06,67.0,md,-121.738,37.0181667,4.38
325,325,earthquake,1989-10-18 13:05:47.860,1.24,Northern California,reviewed,0,24,nc,6.0,0.01892,0.02,152.0,md,-121.8563333,37.1016667,4.505
326,326,earthquake,1989-10-18 13:04:33.750,1.81,Northern California,reviewed,0,50,nc,10.0,0.06216,0.06,174.0,md,-121.9611667,37.1116667,16.513
327,327,earthquake,1989-10-18 13:04:15.600,1.1,Northern California,reviewed,0,19,nc,9.0,0.01712,0.04,124.0,md,-121.6751667,36.947,9.157
328,328,earthquake,1989-10-18 13:01:06.460,2.01,Northern California,reviewed,0,62,nc,17.0,0.09369,0.04,75.0,md,-121.793,37.004,15.431
329,329,earthquake,1989-10-18 12:57:14.330,1.55,Northern California,reviewed,0,37,nc,10.0,0.06577000000000001,0.14,189.0,md,-122.0158333,37.14,17.408
330,330,earthquake,1989-10-18 12:54:00.930,1.51,Northern California,reviewed,0,35,nc,16.0,0.08739,0.02,76.0,md,-121.7871667,36.9993333,13.078
331,331,earthquake,1989-10-18 12:49:31.960,1.6,Northern California,reviewed,0,39,nc,10.0,0.034230000000000003,0.05,106.0,md,-121.8755,37.1196667,1.682
332,332,earthquake,1989-10-18 12:49:10.630,1.81,Northern California,reviewed,0,50,nc,17.0,0.02252,0.07,74.0,md,-122.0138333,37.2093333,6.608
333,333,earthquake,1989-10-18 12:48:28.910,1.78,Northern California,reviewed,0,49,nc,21.0,0.025230000000000002,0.06,74.0,md,-122.0608333,37.16,12.549
334,334,earthquake,1989-10-18 12:48:13.450,1.69,Northern California,reviewed,0,44,nc,16.0,0.01622,0.07,73.0,md,-121.6806667,36.937,9.947
335,335,earthquake,1989-10-18 12:46:59.040,1.2,Northern California,reviewed,0,22,nc,10.0,0.01712,0.05,148.0,md,-121.681,36.9395,9.617
336,336,earthquake,1989-10-18 12:46:15.750,1.35,Northern California,reviewed,0,28,nc,6.0,0.02342,0.01,139.0,md,-121.864,37.1113333,3.232
337,337,earthquake,1989-10-18 12:44:55.600,1.91,Northern California,reviewed,0,56,nc,24.0,0.024319999999999998,0.08,59.0,md,-121.865,37.1131667,4.871
338,338,earthquake,1989-10-18 12:44:16.210,1.76,Northern California,reviewed,0,48,nc,25.0,0.02342,0.09,48.0,md,-121.8621667,37.1158333,3.391
