,index,type,time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
339,339,earthquake,1989-10-18 12:43:27.640,1.69,Northern California,reviewed,0,44,nc,20.0,0.05225,0.05,64.0,md,-121.805,37.0628333,5.277
340,340,earthquake,1989-10-18 12:39:43.060,1.34,Northern California,reviewed,0,28,nc,17.0,0.03333,0.21,108.0,md,-121.8601667,37.0826667,6.302
341,341,earthquake,1989-10-18 12:39:24.970,1.36,Northern California,reviewed,0,28,nc,6.0,0.0991,0.02,104.0,md,-121.9221667,37.0708333,15.188
342,342,earthquake,1989-10-18 12:37:47.410,1.51,Northern California,reviewed,0,35,nc,8.0,0.04685,0.02,122.0,md,-121.6645,36.9931667,2.522
343,343,earthquake,1989-10-18 12:36:57.260,1.47,Northern California,reviewed,0,33,nc,12.0,0.04144,0.06,135.0,md,-122.0043333,37.1286667,13.367
344,344,earthquake,1989-10-18 12:36:36.300,1.56,Northern California,reviewed,0,37,nc,11.0,0.024319999999999998,0.04,97.0,md,-122.0006667,37.1716667,7.194
345,345,earthquake,1989-10-18 12:34:19.880,3.4,Northern California,reviewed,0,178,nc,51.0,0.02162,0.08,47.0,ml,-121.8588333,37.119,4.061
346,346,earthquake,1989-10-18 12:33:37.300,1.54,Northern California,reviewed,0,36,nc,10.0,0.036039999999999996,0.1,91.0,md,-121.8786667,37.1178333,3.191
347,347,earthquake,1989-10-18 12:32:34.920,1.47,Northern California,reviewed,0,33,nc,27.0,0.07658,0.07,76.0,md,-121.9656667,37.0978333,16.449
348,348,earthquake,1989-10-18 12:28:42.300,1.44,Northern California,reviewed,0,32,nc,9.0,0.02162,0.23,137.0,md,-121.9711667,37.1845,4.794
349,349,earthquake,1989-10-18 12:24:23.970,3.1,Northern California,reviewed,0,148,nc,49.0,0.06396,0.09,57.0,ml,-121.9016667,37.0741667,11.321
350,350,earthquake,1989-10-18 12:22:36.550,2.02,Northern California,reviewed,0,63,nc,28.0,0.02072,0.06,50.0,md,-121.8593333,37.1048333,6.112
351,351,earthquake,1989-10-18 12:21:39.950,1.69,Northern California,reviewed,0,44,nc,22.0,0.04775,0.11,48.0,md,-121.8931667,37.1148333,9.031
352,352,earthquake,1989-10-18 12:10:02.710,2.79,"San Francisco Bay area, California",reviewed,0,120,nc,40.0,0.02793,0.07,39.0,md,-122.0041667,37.2263333,7.938
353,353,earthquake,1989-10-18 12:08:46.300,1.86,Northern California,reviewed,0,53,nc,19.0,0.07748,0.06,75.0,md,-121.7563333,37.0125,9.75
354,354,earthquake,1989-10-18 12:07:56.140,2.11,Northern California,reviewed,0,68,nc,28.0,0.02162,0.08,75.0,md,-121.7203333,36.9606667,13.806
355,355,earthquake,1989-10-18 12:06:22.600,1.53,Northern California,reviewed,0,36,nc,17.0,0.02252,0.08,77.0,md,-121.983,37.1798333,7.294
356,356,earthquake,1989-10-18 12:05:20.200,2.22,"San Francisco Bay area, California",reviewed,0,76,nc,26.0,0.02793,0.07,51.0,md,-122.0038333,37.2263333,7.698
357,357,earthquake,1989-10-18 12:01:16.480,2.24,Northern California,reviewed,0,77,nc,28.0,0.05225,0.14,100.0,md,-121.7008333,37.005,2.867
358,358,earthquake,1989-10-18 11:57:57.830,1.82,Northern California,reviewed,0,51,nc,17.0,0.05045,0.03,52.0,md,-121.924,37.1196667,6.691
359,359,earthquake,1989-10-18 11:55:21.330,2.65,Northern California,reviewed,0,108,nc,14.0,0.02162,0.06,61.0,md,-121.8611667,37.1123333,2.339
360,360,earthquake,1989-10-18 11:51:04.460,3.18,Northern California,reviewed,0,156,nc,40.0,0.05856,0.08,76.0,md,-121.744,37.0261667,5.309
361,361,earthquake,1989-10-18 11:49:52.710,2.43,Northern California,reviewed,0,91,nc,38.0,0.034230000000000003,0.07,56.0,md,-122.054,37.1933333,15.156
362,362,earthquake,1989-10-18 11:45:14.860,1.05,Northern California,reviewed,0,17,nc,6.0,0.06937,0.01,126.0,md,-122.2328333,37.346,7.691
363,363,earthquake,1989-10-18 11:43:20.840,2.22,Northern California,reviewed,0,76,nc,38.0,0.01712,0.08,45.0,md,-121.9853333,37.1846667,7.554
364,364,earthquake,1989-10-18 11:42:02.700,2.63,Northern California,reviewed,0,106,nc,39.0,0.06937,0.07,44.0,md,-121.734,37.0171667,5.415
365,365,earthquake,1989-10-18 11:41:02.000,2.51,Northern California,reviewed,0,97,nc,48.0,0.03784,0.07,58.0,md,-121.9766667,37.1578333,9.406
366,366,earthquake,1989-10-18 11:35:40.370,1.94,Northern California,reviewed,0,58,nc,13.0,0.06216,0.11,57.0,md,-121.918,37.1081667,7.284
367,367,earthquake,1989-10-18 11:33:48.050,3.4,Northern California,reviewed,0,178,nc,43.0,0.06577000000000001,0.09,125.0,ml,-121.5873333,36.9596667,5.281
368,368,earthquake,1989-10-18 11:31:33.140,1.85,Northern California,reviewed,0,53,nc,17.0,0.024319999999999998,0.09,60.0,md,-121.8646667,37.113,2.309
369,369,earthquake,1989-10-18 11:30:49.300,2.97,Northern California,reviewed,0,136,nc,47.0,0.01712,0.08,57.0,md,-121.8043333,37.0075,16.709
370,370,earthquake,1989-10-18 11:28:56.810,2.38,Northern California,reviewed,0,87,nc,44.0,0.006306,0.05,73.0,md,-121.825,37.0228333,15.696
371,371,earthquake,1989-10-18 11:24:46.830,2.52,Northern California,reviewed,0,98,nc,32.0,0.02342,0.06,58.0,md,-121.8631667,37.1131667,4.582
372,372,earthquake,1989-10-18 11:18:58.950,1.77,Northern California,reviewed,0,48,nc,34.0,0.05586,0.04,54.0,md,-121.7563333,36.997,13.067
373,373,earthquake,1989-10-18 11:15:57.340,1.91,Northern California,reviewed,0,56,nc,19.0,0.05225,0.05,50.0,md,-121.9188333,37.0741667,14.798
374,374,earthquake,1989-10-18 11:15:26.650,2.83,Northern California,reviewed,0,123,nc,25.0,0.015319999999999999,0.05,43.0,md,-121.978,37.1888333,2.984
375,375,earthquake,1989-10-18 11:14:50.300,3.17,Central California,reviewed,0,155,nc,40.0,0.02072,0.06,65.0,md,-121.5928333,36.8638333,6.759
376,376,earthquake,1989-10-18 11:10:49.380,2.37,Northern California,reviewed,0,86,nc,6.0,0.09099,0.03,142.0,md,-121.8795,37.0255,27.625
377,377,earthquake,1989-10-18 11:10:41.470,2.54,Northern California,reviewed,0,99,nc,32.0,0.03333,0.06,60.0,md,-121.9878333,37.1626667,9.126
378,378,earthquake,1989-10-18 11:03:36.380,2.73,Northern California,reviewed,0,115,nc,53.0,0.02793,0.08,57.0,md,-121.9876667,37.174,8.994
379,379,earthquake,1989-10-18 11:01:08.980,3.2,Northern California,reviewed,0,158,nc,55.0,0.02072,0.09,46.0,ml,-121.86,37.1046667,4.729
380,380,earthquake,1989-10-18 10:59:18.780,1.67,Northern California,reviewed,0,43,nc,19.0,0.0973,0.04,98.0,md,-121.7046667,36.9521667,14.35
381,381,earthquake,1989-10-18 10:55:59.480,1.6,Northern California,reviewed,0,39,nc,35.0,0.005405,0.03,73.0,md,-121.6963333,36.9478333,13.662
382,382,earthquake,1989-10-18 10:50:59.710,1.86,Northern California,reviewed,0,53,nc,35.0,0.025230000000000002,0.09,56.0,md,-122.0408333,37.1888333,11.346
383,383,earthquake,1989-10-18 10:49:50.980,2.18,Northern California,reviewed,0,73,nc,46.0,0.05495,0.04,59.0,md,-121.7441667,36.9918333,13.827
384,384,earthquake,1989-10-18 10:48:14.060,3.09,Northern California,reviewed,0,147,nc,57.0,0.01712,0.08,45.0,md,-121.8558333,37.1115,4.099
385,385,earthquake,1989-10-18 10:40:50.610,2.51,Northern California,reviewed,0,97,nc,39.0,0.04054,0.12,59.0,md,-121.8536667,37.072,5.565
386,386,earthquake,1989-10-18 10:36:45.830,2.28,Northern California,reviewed,0,80,nc,39.0,0.01261,0.09,56.0,md,-121.8196667,36.9821667,12.999
387,387,earthquake,1989-10-18 10:34:07.460,1.4,Northern California,reviewed,0,30,nc,20.0,0.03694,0.06,77.0,md,-121.7316667,36.9761667,13.358
388,388,earthquake,1989-10-18 10:31:56.510,3.01,Northern California,reviewed,0,139,nc,14.0,0.04324,0.09,97.0,md,-121.9208333,37.0613333,20.031
389,389,earthquake,1989-10-18 10:31:45.260,2.16,Northern California,reviewed,0,72,nc,14.0,0.05135,0.06,104.0,md,-121.6705,37.001,2.956
390,390,earthquake,1989-10-18 10:30:23.220,2.28,Northern California,reviewed,0,80,nc,20.0,0.01081,0.09,59.0,md,-121.807,37.0605,4.355
391,391,earthquake,1989-10-18 10:29:43.280,1.74,Northern California,reviewed,0,47,nc,15.0,0.01261,0.05,74.0,md,-121.8491667,37.1041667,4.109
392,392,earthquake,1989-10-18 10:27:49.650,2.05,Northern California,reviewed,0,65,nc,26.0,0.02162,0.07,59.0,md,-121.7971667,37.0076667,14.999
393,393,earthquake,1989-10-18 10:25:56.500,1.78,Northern California,reviewed,0,49,nc,19.0,0.04054,0.11,88.0,md,-121.9816667,37.1531667,7.246
394,394,earthquake,1989-10-18 10:22:04.650,4.4,Northern California,reviewed,0,298,nc,61.0,0.02342,0.09,26.0,ml,-121.7903333,37.033,10.559
395,395,earthquake,1989-10-18 10:21:41.780,1.1,Northern California,reviewed,0,19,nc,6.0,0.05135,0.01,104.0,md,-121.763,36.9951667,15.101
396,396,earthquake,1989-10-18 10:20:39.880,1.77,Northern California,reviewed,0,48,nc,33.0,0.025230000000000002,0.13,47.0,md,-121.865,37.1031667,2.079
397,397,earthquake,1989-10-18 10:20:15.530,1.55,Northern California,reviewed,0,37,nc,4.0,0.018019999999999998,0.22,138.0,md,-121.8406667,37.0103333,-0.178
398,398,earthquake,1989-10-18 10:18:33.970,1.95,Northern California,reviewed,0,58,nc,32.0,0.01712,0.06,61.0,md,-122.0088333,37.1668333,10.634
399,399,earthquake,1989-10-18 10:17:56.600,1.93,Northern California,reviewed,0,57,nc,27.0,0.001802,0.08,49.0,md,-121.8358333,37.1073333,3.429
400,400,earthquake,1989-10-18 10:17:34.410,1.57,Northern California,reviewed,0,38,nc,24.0,0.02883,0.08,52.0,md,-121.8688333,37.1018333,3.114
401,401,earthquake,1989-10-18 10:17:00.750,1.25,Northern California,reviewed,0,24,nc,23.0,0.04324,0.16,77.0,md,-122.0108333,37.1241667,12.339
402,402,earthquake,1989-10-18 10:15:38.990,1.56,Northern California,reviewed,0,37,nc,12.0,0.01892,0.04,81.0,md,-121.8573333,37.1043333,4.219
403,403,earthquake,1989-10-18 10:14:48.470,1.8,Northern California,reviewed,0,50,nc,16.0,0.056760000000000005,0.09,79.0,md,-121.6635,37.0036667,0.599
404,404,earthquake,1989-10-18 10:13:58.610,1.94,Northern California,reviewed,0,58,nc,39.0,0.027030000000000002,0.08,58.0,md,-122.0478333,37.1881667,13.916
405,405,earthquake,1989-10-18 10:12:43.230,1.71,Northern California,reviewed,0,45,nc,20.0,0.06126,0.05,85.0,md,-121.7438333,37.0188333,8.675
406,406,earthquake,1989-10-18 10:12:27.630,2.05,Northern California,reviewed,0,65,nc,53.0,0.04505,0.05,70.0,md,-121.7421667,36.9775,14.677
407,407,earthquake,1989-10-18 10:10:26.180,1.25,Northern California,reviewed,0,24,nc,10.0,0.04775,0.03,124.0,md,-121.7428333,36.981,14.583
408,408,earthquake,1989-10-18 10:10:03.700,1.13,Northern California,reviewed,0,20,nc,7.0,0.05315,0.01,140.0,md,-121.753,36.9796667,14.243
409,409,earthquake,1989-10-18 10:06:44.720,2.05,Northern California,reviewed,0,65,nc,42.0,0.006306,0.07,72.0,md,-121.6998333,36.9576667,11.722
410,410,earthquake,1989-10-18 10:03:38.150,1.07,Northern California,reviewed,0,18,nc,8.0,0.07207000000000001,0.17,118.0,md,-122.894,38.7028333,3.351
411,411,earthquake,1989-10-18 10:02:15.570,2.06,Northern California,reviewed,0,65,nc,30.0,0.015319999999999999,0.11,50.0,md,-121.9288333,37.1541667,3.629
412,412,earthquake,1989-10-18 09:58:26.530,1.56,Northern California,reviewed,0,37,nc,10.0,0.06396,0.03,125.0,md,-121.962,37.102,16.516
413,413,earthquake,1989-10-18 09:57:05.380,1.2,Northern California,reviewed,0,22,nc,8.0,0.01622,0.02,100.0,md,-121.981,37.1861667,2.828
414,414,earthquake,1989-10-18 09:55:49.150,1.87,Northern California,reviewed,0,54,nc,20.0,0.027030000000000002,0.1,56.0,md,-121.806,37.0945,0.181
415,415,earthquake,1989-10-18 09:54:52.780,2.33,Northern California,reviewed,0,84,nc,31.0,0.03153,0.08,56.0,md,-121.949,37.1411667,8.729
416,416,earthquake,1989-10-18 09:54:21.270,1.22,Northern California,reviewed,0,23,nc,10.0,0.03874,0.08,99.0,md,-121.9801667,37.1648333,7.526
417,417,earthquake,1989-10-18 09:53:19.840,1.39,Northern California,reviewed,0,30,nc,9.0,0.04054,0.07,119.0,md,-121.7695,37.0213333,8.623
418,418,earthquake,1989-10-18 09:50:09.110,2.98,Northern California,reviewed,0,137,nc,54.0,0.027030000000000002,0.11,44.0,md,-121.8678333,37.108,2.619
419,419,earthquake,1989-10-18 09:49:54.280,1.54,Northern California,reviewed,0,36,nc,10.0,0.036039999999999996,0.02,94.0,md,-121.8788333,37.103,3.504
420,420,earthquake,1989-10-18 09:48:57.370,1.68,Northern California,reviewed,0,43,nc,20.0,0.04865,0.04,64.0,md,-121.9288333,37.0761667,14.327
421,421,earthquake,1989-10-18 09:47:33.130,1.03,Northern California,reviewed,0,16,nc,7.0,0.03063,0.02,141.0,md,-121.8721667,37.106,2.643
422,422,earthquake,1989-10-18 09:45:35.950,3.2,Northern California,reviewed,0,158,nc,63.0,0.04955,0.06,45.0,ml,-121.7596667,37.0083333,10.557
423,423,earthquake,1989-10-18 09:45:24.830,1.32,Northern California,reviewed,0,27,nc,13.0,0.01441,0.04,107.0,md,-121.6771667,36.9501667,11.545
424,424,earthquake,1989-10-18 09:44:40.280,1.04,Northern California,reviewed,0,17,nc,7.0,0.056760000000000005,0.04,102.0,md,-121.8986667,37.1181667,7.097
425,425,earthquake,1989-10-18 09:43:38.760,2.32,Northern California,reviewed,0,83,nc,43.0,0.02072,0.11,34.0,md,-121.7841667,37.0486667,6.565
426,426,earthquake,1989-10-18 09:43:35.320,1.6,"29km NNE of Santa Barbara Is., CA",reviewed,0,39,ci,0.0,,0.12,219.4,mh,-118.948,33.715,5.787
427,427,earthquake,1989-10-18 09:43:19.340,1.39,Northern California,reviewed,0,30,nc,5.0,0.04324,0.01,157.0,md,-121.9463333,37.0786667,17.565
428,428,earthquake,1989-10-18 09:39:01.590,2.58,Northern California,reviewed,0,102,nc,52.0,0.060360000000000004,0.09,64.0,md,-121.7411667,37.0268333,5.355
429,429,earthquake,1989-10-18 09:37:56.430,1.72,Northern California,reviewed,0,46,nc,13.0,0.027030000000000002,0.07,75.0,md,-121.986,37.1751667,6.464
430,430,earthquake,1989-10-18 09:37:41.620,1.3,Northern California,reviewed,0,26,nc,10.0,0.05946,0.07,83.0,md,-122.0613333,37.2018333,11.661
431,431,earthquake,1989-10-18 09:36:42.160,2.0,Northern California,reviewed,0,62,nc,29.0,0.04505,0.07,61.0,md,-121.9501667,37.081,16.451
432,432,earthquake,1989-10-18 09:35:54.930,1.77,Northern California,reviewed,0,48,nc,40.0,0.05405,0.06,51.0,md,-121.921,37.078,13.844
433,433,earthquake,1989-10-18 09:34:37.010,1.93,Northern California,reviewed,0,57,nc,22.0,0.03063,0.08,57.0,md,-121.991,37.1713333,6.804
434,434,earthquake,1989-10-18 09:33:41.220,3.4,Northern California,reviewed,0,178,nc,64.0,0.02973,0.07,58.0,ml,-121.992,37.1728333,7.914
435,435,earthquake,1989-10-18 09:33:04.830,1.38,Northern California,reviewed,0,29,nc,13.0,0.039639999999999995,0.04,113.0,md,-121.7126667,36.9905,7.742
436,436,earthquake,1989-10-18 09:32:18.870,1.43,Northern California,reviewed,0,31,nc,10.0,0.03694,0.05,90.0,md,-121.9733333,37.1541667,8.186
437,437,earthquake,1989-10-18 09:30:56.250,1.73,Northern California,reviewed,0,46,nc,22.0,0.04595,0.06,64.0,md,-121.9806667,37.1405,12.996
438,438,earthquake,1989-10-18 09:29:27.630,1.79,Northern California,reviewed,0,49,nc,8.0,0.02162,0.02,125.0,md,-121.8606667,37.114,3.423
439,439,earthquake,1989-10-18 09:28:48.560,1.39,Northern California,reviewed,0,30,nc,9.0,0.05856,0.06,104.0,md,-121.741,37.0316667,2.103
440,440,earthquake,1989-10-18 09:28:01.910,1.09,Northern California,reviewed,0,18,nc,6.0,0.01892,0.01,134.0,md,-121.858,37.1095,3.591
441,441,earthquake,1989-10-18 09:27:24.910,1.6,Northern California,reviewed,0,39,nc,16.0,0.04144,0.06,86.0,md,-121.7176667,36.9901667,8.815
442,442,earthquake,1989-10-18 09:26:53.970,1.51,Northern California,reviewed,0,35,nc,14.0,0.02162,0.04,51.0,md,-121.9853333,37.18,7.564
443,443,earthquake,1989-10-18 09:26:38.390,2.49,Northern California,reviewed,0,95,nc,48.0,0.025230000000000002,0.08,54.0,md,-121.981,37.1776667,8.084
444,444,earthquake,1989-10-18 09:23:28.450,1.17,Northern California,reviewed,0,21,nc,6.0,0.05586,0.03,172.0,md,-121.6446667,36.9913333,-0.027
445,445,earthquake,1989-10-18 09:23:16.740,1.32,Northern California,reviewed,0,27,nc,7.0,0.07117000000000001,0.02,148.0,md,-121.9793333,37.1083333,15.107
446,446,earthquake,1989-10-18 09:21:44.120,2.18,Northern California,reviewed,0,73,nc,41.0,0.03784,0.07,69.0,md,-121.731,36.9771667,12.637
447,447,earthquake,1989-10-18 09:21:15.490,2.27,Northern California,reviewed,0,79,nc,46.0,0.05315,0.08,103.0,md,-121.9051667,37.0598333,15.822
448,448,earthquake,1989-10-18 09:20:10.130,1.62,Northern California,reviewed,0,40,nc,29.0,0.009909999999999999,0.08,48.0,md,-121.846,37.1053333,4.189
449,449,earthquake,1989-10-18 09:18:27.050,1.48,Northern California,reviewed,0,34,nc,8.0,0.04414,0.03,94.0,md,-121.977,37.1443333,3.536
450,450,earthquake,1989-10-18 09:17:10.400,1.82,Northern California,reviewed,0,51,nc,34.0,0.02162,0.1,49.0,md,-121.9906667,37.1805,6.734
451,451,earthquake,1989-10-18 09:16:35.420,1.65,Northern California,reviewed,0,42,nc,23.0,0.02793,0.03,56.0,md,-121.8213333,37.0835,9.061
452,452,earthquake,1989-10-18 09:15:12.370,1.58,Northern California,reviewed,0,38,nc,20.0,0.02883,0.05,125.0,md,-121.8268333,37.081,10.041
453,453,earthquake,1989-10-18 09:13:33.580,1.54,Northern California,reviewed,0,36,nc,16.0,0.01892,0.07,73.0,md,-121.7898333,37.041,6.785
454,454,earthquake,1989-10-18 09:11:26.840,2.11,Northern California,reviewed,0,68,nc,47.0,0.027030000000000002,0.07,54.0,md,-121.9738333,37.1773333,6.624
455,455,earthquake,1989-10-18 09:10:37.300,1.38,Northern California,reviewed,0,29,nc,16.0,0.02072,0.08,136.0,md,-121.7175,36.9631667,13.665
456,456,earthquake,1989-10-18 09:08:04.250,1.46,Northern California,reviewed,0,33,nc,13.0,0.02072,0.06,90.0,md,-121.7025,36.9725,9.495
457,457,earthquake,1989-10-18 09:07:39.820,1.24,Northern California,reviewed,0,24,nc,9.0,0.03333,0.04,112.0,md,-121.9715,37.1595,7.384
458,458,earthquake,1989-10-18 09:07:25.680,1.43,Northern California,reviewed,0,31,nc,12.0,0.02252,0.03,77.0,md,-122.778,38.7896667,3.081
459,459,earthquake,1989-10-18 09:06:25.570,1.82,Northern California,reviewed,0,51,nc,33.0,0.06306,0.05,63.0,md,-121.9576667,37.1003333,14.456
460,460,earthquake,1989-10-18 09:05:52.150,2.07,Northern California,reviewed,0,66,nc,52.0,0.02252,0.16,45.0,md,-121.9968333,37.1808333,10.074
461,461,earthquake,1989-10-18 09:04:38.070,2.56,Northern California,reviewed,0,101,nc,52.0,0.01622,0.08,45.0,md,-121.8538333,37.1125,4.179
462,462,earthquake,1989-10-18 09:03:03.990,1.56,Northern California,reviewed,0,37,nc,13.0,0.01081,0.06,73.0,md,-122.0333333,37.1753333,9.907
463,463,earthquake,1989-10-18 09:01:45.250,1.78,Northern California,reviewed,0,49,nc,31.0,0.03063,0.07,56.0,md,-121.9685,37.1606667,7.779
464,464,earthquake,1989-10-18 09:00:44.250,2.43,Northern California,reviewed,0,91,nc,52.0,0.027030000000000002,0.06,70.0,md,-121.706,36.9788333,9.846
465,465,earthquake,1989-10-18 08:54:58.880,2.28,Northern California,reviewed,0,80,nc,42.0,0.036039999999999996,0.07,52.0,md,-121.9285,37.1338333,3.949
466,466,earthquake,1989-10-18 08:54:47.460,1.24,Northern California,reviewed,0,24,nc,4.0,0.018019999999999998,0.01,179.0,md,-121.7926667,37.039,4.82
467,467,earthquake,1989-10-18 08:53:19.490,1.65,Northern California,reviewed,0,42,nc,13.0,0.01171,0.06,85.0,md,-121.681,36.9571667,7.709
468,468,earthquake,1989-10-18 08:51:18.430,1.56,Northern California,reviewed,0,37,nc,6.0,0.01081,0.06,85.0,md,-121.7975,37.0466667,6.022
469,469,earthquake,1989-10-18 08:50:56.000,1.84,Northern California,reviewed,0,52,nc,16.0,0.027030000000000002,0.08,78.0,md,-122.0126667,37.1415,19.639
470,470,earthquake,1989-10-18 08:50:36.250,1.36,Northern California,reviewed,0,28,nc,10.0,0.05856,0.03,103.0,md,-121.9915,37.1353333,14.498
471,471,earthquake,1989-10-18 08:49:42.190,1.76,Northern California,reviewed,0,48,nc,6.0,0.05135,0.01,110.0,md,-121.89,37.1186667,6.395
472,472,earthquake,1989-10-18 08:49:14.280,1.78,Northern California,reviewed,0,49,nc,33.0,0.03243,0.06,62.0,md,-121.9695,37.1565,8.159
473,473,earthquake,1989-10-18 08:47:49.940,1.82,Northern California,reviewed,0,51,nc,28.0,0.009009,0.04,74.0,md,-121.7056667,36.9545,13.075
474,474,earthquake,1989-10-18 08:46:29.990,1.65,Northern California,reviewed,0,42,nc,7.0,0.02793,0.03,103.0,md,-121.6995,36.9806667,9.371
475,475,earthquake,1989-10-18 08:45:41.640,1.97,Northern California,reviewed,0,60,nc,19.0,0.04505,0.07,62.0,md,-121.8908333,37.1278333,3.834
476,476,earthquake,1989-10-18 08:44:27.020,1.87,Northern California,reviewed,0,54,nc,36.0,0.024319999999999998,0.06,48.0,md,-121.7901667,37.0146667,13.109
477,477,earthquake,1989-10-18 08:43:29.550,1.02,Northern California,reviewed,0,16,nc,5.0,0.01892,0.01,134.0,md,-121.8565,37.1148333,3.096
478,478,earthquake,1989-10-18 08:42:49.490,1.2,Northern California,reviewed,0,22,nc,5.0,0.02162,0.12,232.0,md,-121.959,37.1721667,4.67
479,479,earthquake,1989-10-18 08:42:05.810,2.28,Northern California,reviewed,0,80,nc,46.0,0.02613,0.08,55.0,md,-121.9841667,37.1765,9.504
480,480,earthquake,1989-10-18 08:41:03.380,3.0,Northern California,reviewed,0,138,nc,63.0,0.01081,0.08,66.0,ml,-121.8143333,37.0398333,10.475
481,481,earthquake,1989-10-18 08:36:38.480,1.38,Northern California,reviewed,0,29,nc,6.0,0.05225,0.01,149.0,md,-121.9516667,37.0886667,15.74
482,482,earthquake,1989-10-18 08:31:28.540,1.72,Northern California,reviewed,0,46,nc,12.0,0.02613,0.03,89.0,md,-121.9636667,37.1626667,8.636
483,483,earthquake,1989-10-18 08:30:48.420,1.48,Northern California,reviewed,0,34,nc,10.0,0.027030000000000002,0.04,88.0,md,-121.9815,37.1751667,7.445
484,484,earthquake,1989-10-18 08:29:34.060,1.23,Northern California,reviewed,0,23,nc,7.0,0.02883,0.06,91.0,md,-121.994,37.1593333,-0.424
485,485,earthquake,1989-10-18 08:28:44.930,1.71,Northern California,reviewed,0,45,nc,32.0,0.03514,0.08,55.0,md,-122.0515,37.1958333,13.267
486,486,earthquake,1989-10-18 08:27:43.150,2.43,Northern California,reviewed,0,91,nc,26.0,0.04595,0.05,75.0,md,-121.7443333,36.9765,14.576
487,487,earthquake,1989-10-18 08:26:57.060,2.02,Northern California,reviewed,0,63,nc,27.0,0.02613,0.08,55.0,md,-121.9825,37.1761667,7.834
488,488,earthquake,1989-10-18 08:26:10.970,1.39,Northern California,reviewed,0,30,nc,7.0,0.04054,0.03,118.0,md,-121.8841667,37.118,2.733
489,489,earthquake,1989-10-18 08:23:50.860,1.96,Northern California,reviewed,0,59,nc,9.0,0.04505,0.41,99.0,md,-121.9808333,37.1418333,7.336
490,490,earthquake,1989-10-18 08:23:00.250,1.6,Northern California,reviewed,0,39,nc,6.0,0.04685,0.01,163.0,md,-121.8931667,37.1281667,2.8
491,491,earthquake,1989-10-18 08:22:39.960,1.51,Northern California,reviewed,0,35,nc,12.0,0.03333,0.06,89.0,md,-121.9768333,37.1695,6.214
492,492,earthquake,1989-10-18 08:21:38.290,1.59,Northern California,reviewed,0,39,nc,8.0,0.06216,0.02,139.0,md,-121.9668333,37.1136667,13.177
493,493,quarry blast,1989-10-18 08:19:34.270,1.94,Northern California,reviewed,0,58,nc,21.0,0.2396,0.14,253.0,md,-121.6455,36.9238333,-0.304
494,494,earthquake,1989-10-18 08:18:01.260,1.87,Northern California,reviewed,0,54,nc,9.0,0.03243,0.05,151.0,md,-121.9131667,37.1408333,5.279
495,495,earthquake,1989-10-18 08:17:15.720,2.27,"3km NNW of Lexington Hills, California",reviewed,0,79,nc,31.0,0.01081,0.06,49.0,md,-121.99,37.191,6.36
496,496,earthquake,1989-10-18 08:16:46.770,1.47,Northern California,reviewed,0,33,nc,8.0,0.02973,0.11,92.0,md,-121.9653333,37.1563333,0.836
497,497,earthquake,1989-10-18 08:15:58.280,1.65,"Monterey Bay, California",reviewed,0,42,nc,9.0,0.1532,0.15,296.0,md,-121.8856667,36.8983333,6.122
498,498,earthquake,1989-10-18 08:14:49.430,2.41,Northern California,reviewed,0,89,nc,20.0,0.02252,0.05,80.0,md,-121.931,37.1465,3.269
499,499,earthquake,1989-10-18 08:13:07.540,1.03,Northern California,reviewed,0,16,nc,5.0,0.07568,0.01,195.0,md,-121.8921667,37.091,6.16
500,500,earthquake,1989-10-18 08:07:25.460,1.47,Northern California,reviewed,0,33,nc,12.0,0.05405,0.03,107.0,md,-121.9271667,37.1156667,10.071
501,501,quarry blast,1989-10-18 08:06:32.990,2.23,Northern California,reviewed,0,77,nc,10.0,0.2631,0.05,224.0,md,-121.614,36.9145,-0.298
502,502,earthquake,1989-10-18 08:06:24.360,1.62,Northern California,reviewed,0,40,nc,11.0,0.04324,0.07,117.0,md,-121.98,37.1475,7.664
503,503,earthquake,1989-10-18 08:04:41.450,1.67,Central California,reviewed,0,43,nc,10.0,0.06937,0.02,196.0,md,-118.8615,38.0763333,2.654
504,504,earthquake,1989-10-18 08:04:41.290,2.58,Northern California,reviewed,0,102,nc,34.0,0.05586,0.07,110.0,md,-121.9261667,37.1136667,10.151
505,505,earthquake,1989-10-18 08:03:11.380,1.25,Northern California,reviewed,0,24,nc,9.0,0.04505,0.04,115.0,md,-122.0035,37.1585,8.988
506,506,earthquake,1989-10-18 08:02:00.910,1.37,Northern California,reviewed,0,29,nc,11.0,0.0955,0.19,233.0,md,-121.7805,37.0243333,0.753
507,507,earthquake,1989-10-18 08:01:37.410,1.07,Northern California,reviewed,0,18,nc,6.0,0.025230000000000002,0.01,161.0,md,-121.8641667,37.1015,4.833
508,508,earthquake,1989-10-18 07:55:30.520,2.22,Northern California,reviewed,0,76,nc,27.0,0.03333,0.06,168.0,md,-121.8728333,37.095,6.403
509,509,earthquake,1989-10-18 07:52:31.500,2.75,Northern California,reviewed,0,116,nc,39.0,0.042339999999999996,0.07,52.0,md,-122.0575,37.2013333,14.136
510,510,earthquake,1989-10-18 07:50:58.410,1.82,Northern California,reviewed,0,51,nc,10.0,0.02162,0.05,142.0,md,-121.9858333,37.1806667,6.774
