,index,type,time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
442,442,earthquake,2004-09-27 16:42:21.410,2.35,Northern California,automatic,0,85,nc,10,0.2405,0.25,135.0,md,-122.0895,38.2715,17.912
443,443,earthquake,2004-09-27 16:38:07.760,1.14,Northern California,reviewed,0,20,nc,6,0.01351,0.01,101.0,md,-122.7938333,38.8216667,2.99
444,444,earthquake,2004-09-27 16:34:34.040,1.01,Central California,reviewed,0,16,nc,6,0.1099,0.02,303.0,md,-120.6395,36.1946667,2.414
445,445,earthquake,2004-09-27 16:07:03.770,1.29,Central California,reviewed,0,26,nc,8,0.0955,0.16,252.0,md,-120.7943333,35.5605,5.567
446,446,earthquake,2004-09-27 16:06:44.290,1.05,Central California,reviewed,0,17,nc,20,0.07927999999999999,0.04,120.0,md,-118.8381667,37.471,4.172
447,447,earthquake,2004-09-27 16:05:59.142,1.3,Central California,reviewed,0,26,nn,6,0.057,0.0722,107.25,mb,-118.6428,38.0356,5.9
448,448,earthquake,2004-09-27 15:41:49.910,1.67,"9km N of Running Springs, CA",reviewed,0,43,ci,25,0.08317000000000001,0.12,59.0,ml,-117.0986667,34.2875,6.597
449,449,earthquake,2004-09-27 15:35:59.790,1.7,Central California,reviewed,0,44,nn,8,0.069,0.0904,98.61,mb,-118.6789,38.07,2.8
450,450,earthquake,2004-09-27 15:31:26.450,1.55,Central California,reviewed,0,37,nc,16,0.04144,0.07,66.0,md,-118.6943333,38.0063333,3.655
451,451,earthquake,2004-09-27 15:25:49.330,1.72,Central California,reviewed,0,46,nc,17,0.039639999999999995,0.09,64.0,md,-118.6826667,37.9981667,1.385
452,452,earthquake,2004-09-27 15:21:55.380,2.18,"1km NE of Muscoy, CA",reviewed,0,73,ci,50,,0.16,42.0,ml,-117.3321667,34.1611667,10.89
453,453,earthquake,2004-09-27 15:02:51.367,1.4,Central California,reviewed,0,30,nn,5,0.027000000000000003,0.0995,137.85,mb,-118.7119,37.9949,3.3
454,454,earthquake,2004-09-27 14:46:23.585,1.3,Central California,reviewed,0,26,nn,5,0.02,0.1221,123.3,mb,-118.7061,37.9873,1.8
455,455,earthquake,2004-09-27 14:43:18.170,2.05,"11km S of Puebla, B.C., MX",reviewed,0,65,ci,8,0.3829,0.23,256.0,ml,-115.3296667,32.4635,5.965
456,456,earthquake,2004-09-27 14:35:34.410,1.65,Central California,reviewed,0,42,nc,25,0.060360000000000004,0.1,102.0,md,-120.8331667,35.5298333,2.31
457,457,earthquake,2004-09-27 14:33:59.083,1.6,Central California,reviewed,0,39,nn,16,0.053,0.1329,73.09,ml,-118.6253,38.0298,2.3
458,458,earthquake,2004-09-27 14:20:42.150,1.39,Central California,reviewed,0,30,nc,6,0.09279,0.03,266.0,md,-120.808,35.5805,7.297
459,459,earthquake,2004-09-27 14:13:58.945,1.3,Central California,reviewed,0,26,nn,5,0.040999999999999995,0.0324,93.75,mb,-118.6838,38.0012,0.0
460,460,earthquake,2004-09-27 14:04:31.410,1.12,Northern California,reviewed,0,19,nc,6,0.02252,0.01,141.0,md,-122.7828333,38.7875,2.183
461,461,earthquake,2004-09-27 13:49:12.550,1.36,Central California,reviewed,0,28,nc,13,0.03243,0.06,100.0,md,-118.7421667,37.9923333,6.115
462,462,earthquake,2004-09-27 13:42:54.170,2.84,offshore Central California,reviewed,0,124,nc,53,0.1604,0.13,199.0,md,-121.2956667,35.5495,-0.208
463,463,earthquake,2004-09-27 13:42:33.228,1.4,Nevada,reviewed,0,30,nn,7,0.064,0.1302,206.4,mb,-118.6721,38.0866,7.1
464,464,earthquake,2004-09-27 13:42:07.100,1.51,Central California,reviewed,0,35,nc,10,0.06937,0.07,166.0,md,-120.797,35.4593333,5.777
465,465,earthquake,2004-09-27 13:05:20.770,2.4,"63km SSW of Progreso, B.C., MX",reviewed,0,89,ci,7,0.591,0.21,298.0,ml,-115.839,32.0588333,5.705
466,466,earthquake,2004-09-27 12:36:45.413,1.1,Central California,reviewed,0,19,nn,9,0.03,0.111,123.07,ml,-118.7306,37.9959,6.0
467,467,earthquake,2004-09-27 12:32:07.302,1.3,Nevada,reviewed,0,26,nn,8,0.305,0.0749,185.47,ml,-118.4662,38.618,4.8
468,468,earthquake,2004-09-27 12:18:34.016,1.4,Central California,reviewed,0,30,nn,11,0.037000000000000005,0.1508,104.14,ml,-118.7006,38.0029,6.3
469,469,earthquake,2004-09-27 11:56:33.320,1.57,Central California,reviewed,0,38,nc,20,0.07927999999999999,0.06,202.0,md,-120.653,36.1631667,3.723
470,470,earthquake,2004-09-27 11:51:09.630,1.34,Central California,reviewed,0,28,nc,7,0.03333,0.05,144.0,md,-118.7163333,38.0016667,1.465
471,471,earthquake,2004-09-27 11:44:19.460,1.1,Central California,reviewed,0,19,nc,11,0.03784,0.03,187.0,md,-120.6376667,36.0858333,2.964
472,472,earthquake,2004-09-27 11:35:49.172,1.2,Central California,reviewed,0,22,nn,8,0.026000000000000002,0.1328,114.64,mb,-118.701,37.9916,1.9
473,473,earthquake,2004-09-27 11:22:37.370,1.86,Central California,automatic,0,53,nc,8,0.07297000000000001,0.05,95.0,md,-118.6623333,38.0286667,1.805
474,474,earthquake,2004-09-27 11:21:38.513,1.6,Central California,reviewed,0,39,nn,6,0.03,0.1095,166.78,mb,-118.737,37.9933,6.5
475,475,earthquake,2004-09-27 11:07:33.950,1.05,Central California,reviewed,0,17,nc,11,0.036039999999999996,0.05,146.0,md,-118.7218333,38.004,7.235
476,476,earthquake,2004-09-27 11:03:31.150,1.69,Central California,reviewed,0,44,nc,14,0.02793,0.1,223.0,md,-120.6913333,36.1175,5.614
477,477,earthquake,2004-09-27 11:02:04.890,1.05,Central California,reviewed,0,17,nc,11,0.027030000000000002,0.08,75.0,md,-121.2635,36.641,3.33
478,478,earthquake,2004-09-27 10:56:03.630,1.34,Central California,reviewed,0,28,nc,8,0.05946,0.09,165.0,md,-120.9471667,35.583,4.746
479,479,earthquake,2004-09-27 10:38:56.490,2.25,Central California,reviewed,0,78,nc,35,0.06667000000000001,0.11,81.0,md,-120.6631667,36.1538333,4.143
480,480,earthquake,2004-09-27 10:28:28.110,2.25,Central California,reviewed,0,78,nc,37,0.07837999999999999,0.07,120.0,md,-118.8406667,37.474,3.591
481,481,earthquake,2004-09-27 10:14:26.380,1.8,Central California,reviewed,0,50,nc,17,0.06577000000000001,0.12,132.0,md,-120.6648333,36.1533333,3.933
482,482,earthquake,2004-09-27 09:54:21.945,1.3,Central California,reviewed,0,26,nn,9,0.033,0.1688,111.09,mb,-118.7436,37.992,1.5
483,483,earthquake,2004-09-27 09:31:19.890,2.41,"4km SSE of Bodfish, CA",reviewed,0,89,ci,14,0.1044,0.27,35.0,ml,-118.4731667,35.5581667,0.718
484,484,earthquake,2004-09-27 09:28:34.070,1.21,Central California,reviewed,0,23,nc,9,0.07207000000000001,0.04,203.0,md,-120.6553333,36.1548333,2.913
485,485,earthquake,2004-09-27 09:27:07.870,1.11,Central California,reviewed,0,19,nc,11,0.06937,0.04,201.0,md,-120.6638333,36.158,5.513
486,486,earthquake,2004-09-27 09:25:20.650,1.81,Central California,reviewed,0,50,nc,31,0.05315,0.09,75.0,md,-118.672,38.0095,2.395
487,487,earthquake,2004-09-27 09:12:35.730,1.06,Northern California,reviewed,0,17,nc,6,0.009009,0.02,128.0,md,-122.7968333,38.8163333,1.913
488,488,earthquake,2004-09-27 09:11:16.800,1.65,Central California,reviewed,0,42,nc,17,0.03333,0.06,96.0,md,-118.7153333,38.002,5.055
489,489,earthquake,2004-09-27 09:05:27.910,1.0,Central California,reviewed,0,15,nc,18,0.009909999999999999,0.03,89.0,md,-118.7815,37.5346667,5.257
490,490,earthquake,2004-09-27 08:52:41.050,2.84,Central California,reviewed,0,124,nc,63,0.07117000000000001,0.08,62.0,md,-120.6613333,36.1585,5.093
491,491,earthquake,2004-09-27 08:04:31.430,1.79,Central California,reviewed,0,49,nc,32,0.01171,0.07,82.0,md,-118.5546667,37.9091667,2.223
492,492,earthquake,2004-09-27 07:49:29.020,1.17,Central California,reviewed,0,21,nc,18,0.04324,0.04,177.0,md,-120.6745,36.1236667,7.193
493,493,earthquake,2004-09-27 07:45:40.589,1.5,Central California,reviewed,0,35,nn,6,0.047,0.1265,95.69,mb,-118.6771,38.0037,4.6
494,494,earthquake,2004-09-27 07:44:11.880,2.36,Northern California,reviewed,0,86,nc,36,0.009009,0.04,31.0,md,-122.7253333,38.7676667,0.953
495,495,earthquake,2004-09-27 07:44:09.370,1.42,Central California,reviewed,0,31,nc,11,0.03243,0.09,128.0,md,-118.7508333,37.985,4.855
496,496,earthquake,2004-09-27 07:43:05.909,1.6,Central California,reviewed,0,39,nn,5,0.045,0.0841,94.61,mb,-118.678,38.0024,4.7
497,497,earthquake,2004-09-27 07:39:22.900,1.84,Central California,reviewed,0,52,nc,29,0.034230000000000003,0.04,204.0,md,-121.342,35.795,4.638
498,498,earthquake,2004-09-27 07:32:30.770,1.07,Central California,reviewed,0,18,nc,10,0.04595,0.1,100.0,md,-118.6891667,38.009,5.375
499,499,earthquake,2004-09-27 07:23:38.610,1.33,Central California,reviewed,0,27,nc,8,0.042339999999999996,0.08,98.0,md,-118.6881667,38.0051667,5.125
500,500,earthquake,2004-09-27 07:21:26.070,1.79,Central California,reviewed,0,49,nc,22,0.05495,0.09,75.0,md,-118.6728333,38.0123333,4.095
501,501,earthquake,2004-09-27 07:12:36.920,1.3,Central California,reviewed,0,26,nn,7,0.039,0.0909,106.85,mb,-118.6938,38.0035,7.4
502,502,earthquake,2004-09-27 07:11:38.230,1.03,Central California,reviewed,0,16,nc,9,0.039639999999999995,0.06,118.0,md,-118.7028333,38.007,6.775
503,503,earthquake,2004-09-27 07:08:29.710,1.45,Central California,reviewed,0,32,nc,24,0.04054,0.16,112.0,md,-120.8675,35.6003333,6.881
504,504,earthquake,2004-09-27 06:33:03.664,1.2,Central California,reviewed,0,22,nn,5,0.055,0.1572,119.98,mb,-118.6408,38.036,4.6
505,505,earthquake,2004-09-27 06:29:21.040,2.34,Northern California,reviewed,0,84,nc,27,0.04685,0.08,71.0,md,-120.3908333,39.586,8.382
506,506,earthquake,2004-09-27 06:18:21.520,1.09,Central California,automatic,0,18,nc,6,0.06306,0.01,150.0,md,-121.1196667,36.5483333,8.741
507,507,earthquake,2004-09-27 05:58:07.790,1.0,Central California,reviewed,0,15,nn,9,0.019,0.1244,130.72,mb,-118.7113,37.9874,3.2
508,508,earthquake,2004-09-27 05:51:29.475,1.0,Nevada,reviewed,0,15,nn,3,0.47200000000000003,0.107,331.51,ml,-115.582,37.4308,0.0
509,509,earthquake,2004-09-27 05:43:57.170,2.0,Central California,reviewed,0,62,nc,38,0.04054,0.07,74.0,md,-118.6958333,38.006,5.995
510,510,earthquake,2004-09-27 05:16:57.679,1.4,Central California,reviewed,0,30,nn,9,0.028999999999999998,0.1616,92.83,mb,-118.6893,37.9891,2.3
511,511,earthquake,2004-09-27 05:05:34.050,1.11,"2km E of Loma Linda, California",reviewed,0,19,ci,7,0.1209,0.09,169.0,ml,-117.2446667,34.0466667,13.225
512,512,earthquake,2004-09-27 05:03:59.648,1.4,Central California,reviewed,0,30,nn,9,0.055999999999999994,0.0915,98.67,mb,-118.6665,38.0083,10.5
513,513,earthquake,2004-09-27 05:01:03.190,1.41,Central California,reviewed,0,31,nc,15,0.060360000000000004,0.08,53.0,md,-121.0973333,35.7208333,4.923
514,514,earthquake,2004-09-27 04:37:10.390,1.3,Central California,reviewed,0,26,nn,12,0.036000000000000004,0.1176,103.17,ml,-118.6974,38.0017,7.8
515,515,earthquake,2004-09-27 04:23:36.340,1.64,Central California,reviewed,0,41,nc,29,0.1036,0.06,87.0,md,-121.1058333,35.7291667,6.21
516,516,earthquake,2004-09-27 04:22:06.930,1.02,Central California,reviewed,0,16,nc,26,0.07117000000000001,0.04,116.0,md,-118.8343333,37.4798333,3.011
517,517,earthquake,2004-09-27 03:59:19.552,1.1,Nevada,reviewed,0,19,nn,7,0.423,0.1126,204.81,ml,-115.4451,36.8625,0.0
518,518,earthquake,2004-09-27 03:59:15.520,1.65,Central California,reviewed,0,42,nc,23,0.07568,0.07,72.0,md,-120.6495,36.155,2.338
519,519,earthquake,2004-09-27 03:49:26.620,1.05,Central California,reviewed,0,17,nc,7,0.07477,0.04,215.0,md,-120.6528333,36.1565,2.493
520,520,earthquake,2004-09-27 03:29:57.439,1.3,Central California,reviewed,0,26,nn,4,0.046,0.0796,100.63,mb,-118.6885,38.0087,6.3
521,521,earthquake,2004-09-27 02:53:29.090,1.62,Central California,reviewed,0,40,nc,24,0.07027,0.11,67.0,md,-120.6601667,36.1565,3.818
522,522,earthquake,2004-09-27 02:36:32.790,1.6,Central California,reviewed,0,39,nn,5,0.039,0.1209,93.2,mb,-118.6844,37.999,5.7
523,523,earthquake,2004-09-27 02:28:37.500,1.19,Central California,reviewed,0,22,nc,26,0.06396,0.09,58.0,md,-121.0463333,35.714,7.244
524,524,earthquake,2004-09-27 02:24:43.900,1.33,Central California,reviewed,0,27,nc,8,0.06937,0.08,192.0,md,-120.941,35.6125,5.913
525,525,earthquake,2004-09-27 02:23:06.540,1.5,Central California,reviewed,0,35,nc,6,0.06577000000000001,0.05,246.0,md,-120.912,35.6566667,5.823
526,526,earthquake,2004-09-27 02:22:52.230,1.59,Central California,reviewed,0,39,nc,37,0.06486,0.08,50.0,md,-121.0916667,35.7235,5.763
527,527,quarry blast,2004-09-27 02:08:26.120,1.93,"5km NW of Boron, California",reviewed,0,57,ci,18,0.09688,0.11,66.0,ml,-117.6825,35.0308333,-0.837
528,528,earthquake,2004-09-27 02:00:06.120,3.42,Central California,reviewed,0,180,nc,72,0.07748,0.13,49.0,ml,-120.6558333,36.1638333,5.178
529,529,earthquake,2004-09-27 01:59:09.690,1.2,Central California,automatic,0,22,nc,6,0.07658,0.03,158.0,md,-120.6523333,36.1583333,4.091
530,530,earthquake,2004-09-27 01:53:42.780,1.42,Central California,reviewed,0,31,nc,6,0.05225,0.18,192.0,md,-120.8433333,35.5276667,-0.285
531,531,earthquake,2004-09-27 01:46:29.240,1.1,"20km SSW of Ludlow, California",reviewed,0,19,ci,7,0.1507,0.08,113.0,mh,-116.2651667,34.5646667,4.604
532,532,earthquake,2004-09-27 01:41:12.770,1.06,Northern California,reviewed,0,17,nc,7,0.01351,0.02,100.0,md,-122.8118333,38.806,0.02
533,533,earthquake,2004-09-27 01:36:50.170,1.31,Northern California,reviewed,0,26,nc,8,0.01261,0.04,101.0,md,-122.8106667,38.806,0.15
534,534,earthquake,2004-09-27 01:31:06.135,1.2,Central California,reviewed,0,22,nn,4,0.036000000000000004,0.0369,101.57,mb,-118.6908,37.9991,0.0
535,535,earthquake,2004-09-27 00:53:57.340,1.76,Central California,reviewed,0,48,nc,29,0.08467999999999999,0.1,75.0,md,-120.7813333,35.4785,5.805
536,536,earthquake,2004-09-27 00:27:56.470,1.3,Central California,reviewed,0,26,nn,6,0.07,0.0583,106.19,mb,-118.6501,38.0231,4.1
537,537,earthquake,2004-09-27 00:16:27.760,1.57,Central California,reviewed,0,38,nc,15,0.05315,0.1,57.0,md,-118.6733333,38.0096667,4.205
538,538,earthquake,2004-09-27 00:15:05.330,1.14,Northern California,reviewed,0,20,nc,7,0.009909999999999999,0.01,91.0,md,-122.7918333,38.8175,3.251
539,539,earthquake,2004-09-26 23:57:55.450,2.05,"6km NW of Banning, CA",reviewed,0,65,ci,38,0.08527,0.13,37.0,ml,-116.9188333,33.9653333,16.681
540,540,earthquake,2004-09-26 23:51:59.360,2.38,Central California,reviewed,0,87,nc,36,0.07387,0.12,52.0,md,-120.6533333,36.1561667,2.648
541,541,earthquake,2004-09-26 23:06:31.559,1.3,Central California,reviewed,0,26,nn,7,0.032,0.1387,157.23,mb,-118.7273,37.9983,0.0
542,542,earthquake,2004-09-26 23:01:46.503,1.8,Nevada,reviewed,0,50,nn,13,0.036000000000000004,0.1308,90.56,mb,-118.5999,38.0403,0.0
543,543,earthquake,2004-09-26 22:45:11.560,1.58,Central California,reviewed,0,38,nc,21,0.060360000000000004,0.11,156.0,md,-120.6645,36.1446667,4.113
544,544,earthquake,2004-09-26 22:38:52.140,1.0,Central California,reviewed,0,15,nc,8,0.007206999999999999,0.01,83.0,md,-121.183,36.5798333,6.75
545,545,earthquake,2004-09-26 22:36:29.411,1.1,Central California,reviewed,0,19,nn,5,0.061,0.1456,108.1,mb,-118.6376,38.0269,5.4
546,546,earthquake,2004-09-26 22:33:47.353,1.7,Central California,reviewed,0,44,nn,5,0.032,0.1318,168.17,mb,-118.739,37.9939,2.5
547,547,earthquake,2004-09-26 22:19:06.500,1.41,Central California,reviewed,0,31,nc,7,0.09459,0.02,204.0,md,-121.0805,35.7291667,3.0
548,548,earthquake,2004-09-26 22:11:28.250,1.18,Northern California,reviewed,0,21,nc,16,0.04054,0.03,84.0,md,-121.5396667,37.1513333,8.151
549,549,earthquake,2004-09-26 21:46:57.790,1.11,Northern California,reviewed,0,19,nc,4,0.027030000000000002,0.02,159.0,md,-122.7658333,38.7928333,1.331
550,550,earthquake,2004-09-26 21:03:59.120,1.53,Central California,reviewed,0,36,nc,20,0.07117000000000001,0.08,69.0,md,-120.6571667,36.1558333,3.398
551,551,earthquake,2004-09-26 20:55:59.250,1.43,Central California,reviewed,0,31,nc,14,0.03784,0.05,123.0,md,-118.7286667,38.0045,7.905
552,552,earthquake,2004-09-26 20:39:12.010,1.05,Central California,reviewed,0,17,nc,10,0.01171,0.03,68.0,md,-121.2868333,36.6623333,3.436
553,553,earthquake,2004-09-26 20:27:06.083,1.3,Nevada,reviewed,0,26,nn,4,0.024,0.0154,278.17,mb,-118.5678,38.0891,16.9
554,554,earthquake,2004-09-26 20:16:31.522,1.3,Central California,reviewed,0,26,nn,6,0.081,0.1009,80.26,mb,-118.7148,37.9974,0.0
555,555,earthquake,2004-09-26 20:06:01.010,1.96,"San Francisco Bay area, California",reviewed,0,59,nc,35,0.0955,0.52,202.0,md,-121.753,37.8545,0.131
556,556,earthquake,2004-09-26 20:03:55.592,1.2,Central California,reviewed,0,22,nn,9,0.081,0.1049,69.21,ml,-118.7288,37.9905,2.2
557,557,earthquake,2004-09-26 19:42:53.110,1.18,Central California,reviewed,0,21,nc,11,0.009909999999999999,0.03,67.0,md,-121.2845,36.6626667,3.776
558,558,earthquake,2004-09-26 19:42:42.080,1.38,Central California,reviewed,0,29,nc,9,0.07117000000000001,0.05,78.0,md,-118.7406667,37.994,5.886
559,559,earthquake,2004-09-26 19:26:48.850,1.87,Central California,reviewed,0,54,nc,31,0.07658,0.06,51.0,md,-118.7036667,38.0085,3.335
560,560,earthquake,2004-09-26 19:14:25.620,1.35,Central California,reviewed,0,28,nc,7,0.109,0.02,302.0,md,-120.6393333,36.1933333,1.154
561,561,earthquake,2004-09-26 19:08:49.020,1.24,Central California,reviewed,0,24,nc,11,0.06216,0.11,194.0,md,-120.6593333,36.143,-0.247
562,562,earthquake,2004-09-26 19:04:27.510,1.32,Central California,reviewed,0,27,nc,9,0.05405,0.08,92.0,md,-118.6731667,38.0105,1.705
563,563,earthquake,2004-09-26 18:49:33.470,1.7,Central California,reviewed,0,44,nc,26,0.01171,0.05,86.0,md,-121.1406667,35.6875,5.093
564,564,earthquake,2004-09-26 18:44:35.030,1.84,Central California,reviewed,0,52,nc,26,0.056760000000000005,0.08,57.0,md,-118.6688333,38.0115,1.715
565,565,earthquake,2004-09-26 18:42:16.130,2.19,Central California,reviewed,0,74,nc,29,0.07477,0.08,65.0,md,-120.6528333,36.157,3.048
566,566,earthquake,2004-09-26 18:33:15.510,1.18,Central California,reviewed,0,21,nc,9,0.03874,0.05,116.0,md,-118.7016667,38.0058333,5.645
567,567,earthquake,2004-09-26 18:04:04.940,1.43,Central California,reviewed,0,31,nc,29,0.018019999999999998,0.06,84.0,md,-118.8246667,37.5726667,6.749
568,568,earthquake,2004-09-26 17:51:05.870,1.69,Central California,reviewed,0,44,nc,23,0.05225,0.06,80.0,md,-120.8918333,35.5848333,6.181
569,569,earthquake,2004-09-26 17:29:18.612,1.4,Central California,reviewed,0,30,nn,5,0.027999999999999997,0.1011,118.03,mb,-118.7021,37.9942,1.2
570,570,earthquake,2004-09-26 17:17:06.588,1.3,Central California,reviewed,0,26,nn,5,0.040999999999999995,0.0704,98.5,mb,-118.6876,38.0028,6.0
571,571,earthquake,2004-09-26 17:16:14.650,1.09,Central California,reviewed,0,18,nc,16,0.07207000000000001,0.06,108.0,md,-121.2088333,36.8223333,7.671
572,572,earthquake,2004-09-26 17:11:35.234,1.2,Central California,reviewed,0,22,nn,9,0.042,0.1001,93.08,ml,-118.6833,38.0022,6.7
573,573,earthquake,2004-09-26 17:08:56.500,2.41,Central California,reviewed,0,89,nc,47,0.05315,0.08,56.0,md,-118.6735,38.01,5.165
574,574,earthquake,2004-09-26 16:57:40.252,1.3,Central California,reviewed,0,26,nn,7,0.027999999999999997,0.1061,147.74,ml,-118.7464,37.9805,0.0
575,575,earthquake,2004-09-26 16:50:47.223,1.0,Central California,reviewed,0,15,nn,5,0.021,0.129,150.69,mb,-118.7166,37.9887,3.2
576,576,earthquake,2004-09-26 16:26:33.900,2.17,Central California,reviewed,0,72,nc,59,0.07027,0.08,50.0,md,-120.821,35.533,4.66
577,577,earthquake,2004-09-26 16:24:07.500,1.1,Nevada,reviewed,0,19,nn,17,0.084,0.1414,61.98,ml,-118.759,38.1454,5.2
578,578,earthquake,2004-09-26 16:14:39.350,1.46,Central California,reviewed,0,33,nc,13,0.06847,0.04,176.0,md,-120.6573333,36.1518333,3.533
579,579,earthquake,2004-09-26 16:13:32.180,1.23,Central California,reviewed,0,23,nc,7,0.07207000000000001,0.04,212.0,md,-120.6558333,36.1556667,3.243
580,580,earthquake,2004-09-26 16:11:47.270,1.33,Central California,reviewed,0,27,nc,9,0.03874,0.09,108.0,md,-118.696,38.0035,3.525
581,581,earthquake,2004-09-26 16:06:20.680,2.11,Central California,reviewed,0,68,nc,45,0.08378,0.11,84.0,md,-120.6451667,36.1638333,3.373
582,582,earthquake,2004-09-26 16:04:48.135,1.3,Central California,reviewed,0,26,nn,11,0.03,0.1634,83.67,ml,-118.7267,37.997,3.7
583,583,earthquake,2004-09-26 16:02:55.879,1.3,Central California,reviewed,0,26,nn,13,0.044000000000000004,0.1148,64.96,ml,-118.6858,38.0056,8.4
584,584,earthquake,2004-09-26 16:00:23.760,1.23,Central California,reviewed,0,23,nc,7,0.04685,0.07,92.0,md,-118.6825,38.0071667,6.835
585,585,earthquake,2004-09-26 15:54:05.960,3.7,Central California,reviewed,0,211,nc,80,0.08198,0.56,63.0,mw,-120.6495,36.1641667,0.503
586,586,earthquake,2004-09-26 15:51:34.810,2.19,Central California,reviewed,0,74,nc,34,0.2667,0.09,59.0,md,-119.4148333,37.6426667,3.819
587,587,earthquake,2004-09-26 15:42:26.747,1.1,Central California,reviewed,0,19,nn,5,0.034,0.1237,156.59,mb,-118.7277,38.0004,6.4
588,588,earthquake,2004-09-26 15:37:44.410,1.04,Central California,reviewed,0,17,nc,6,0.034230000000000003,0.02,117.0,md,-118.6908333,37.9965,2.195
589,589,earthquake,2004-09-26 15:23:37.090,1.68,Central California,reviewed,0,43,nc,9,0.04324,0.05,183.0,md,-120.835,35.4386667,-0.22
590,590,earthquake,2004-09-26 14:52:16.190,1.71,Northern California,reviewed,0,45,nc,12,0.02162,0.02,66.0,md,-122.8055,38.7878333,3.353
591,591,earthquake,2004-09-26 14:46:36.550,1.03,Central California,reviewed,0,16,nc,8,0.04595,0.09,92.0,md,-118.6826667,38.0061667,4.225
592,592,earthquake,2004-09-26 14:34:04.902,1.1,Central California,reviewed,0,19,nn,9,0.044000000000000004,0.0844,88.68,ml,-118.6716,37.9956,7.9
593,593,earthquake,2004-09-26 14:31:12.692,1.4,Central California,reviewed,0,30,nn,14,0.038,0.1258,99.94,ml,-118.7007,38.004,8.4
594,594,earthquake,2004-09-26 14:29:54.352,1.1,Central California,reviewed,0,19,nn,9,0.038,0.1411,106.15,ml,-118.6951,38.0028,8.5
595,595,earthquake,2004-09-26 14:13:28.323,1.5,Central California,reviewed,0,35,nn,6,0.071,0.0972,113.74,mb,-118.6566,38.0255,3.3
596,596,earthquake,2004-09-26 14:07:34.550,2.51,offshore Northern California,reviewed,0,97,nc,10,0.1387,0.03,245.0,md,-124.5183333,40.462,22.487
597,597,earthquake,2004-09-26 14:02:26.838,1.0,Central California,reviewed,0,15,nn,10,0.027999999999999997,0.0939,140.49,ml,-118.7272,37.995,5.9
598,598,earthquake,2004-09-26 13:58:33.487,1.3,Central California,reviewed,0,26,nn,4,0.07,0.1721,232.76,mb,-118.6481,38.0137,0.0
599,599,earthquake,2004-09-26 13:47:29.300,1.13,Northern California,reviewed,0,20,nc,6,0.01081,0.0,116.0,md,-122.7836667,38.801,3.483
600,600,earthquake,2004-09-26 13:29:53.320,1.4,"16km ESE of Ocotillo Wells, CA",reviewed,0,30,ci,15,0.1176,0.26,61.0,mh,-115.9626667,33.1121667,17.553
601,601,earthquake,2004-09-26 13:29:12.705,1.5,Central California,reviewed,0,35,nn,9,0.042,0.1003,95.05,mb,-118.6848,38.0025,5.4
602,602,earthquake,2004-09-26 13:15:36.340,1.62,Central California,reviewed,0,40,nc,16,0.036039999999999996,0.08,98.0,md,-118.7061667,38.0038333,4.985
603,603,earthquake,2004-09-26 13:10:08.480,1.15,"1km E of Granada Hills, CA",reviewed,0,20,ci,8,0.1269,0.13,87.0,ml,-118.4878333,34.2718333,11.798
604,604,earthquake,2004-09-26 13:00:32.300,1.1,Central California,reviewed,0,19,nn,9,0.047,0.1396,92.43,ml,-118.6816,38.0066,6.5
605,605,earthquake,2004-09-26 12:53:22.570,1.64,Central California,reviewed,0,41,nc,20,0.03784,0.09,93.0,md,-118.6895,38.0,1.845
606,606,earthquake,2004-09-26 12:49:56.900,1.67,Central California,reviewed,0,43,nc,18,0.03784,0.06,91.0,md,-118.7011667,38.0048333,6.305
607,607,earthquake,2004-09-26 12:44:35.404,1.3,Central California,reviewed,0,26,nn,10,0.037000000000000005,0.1523,103.03,ml,-118.6935,38.0007,2.5
608,608,earthquake,2004-09-26 12:38:56.670,1.52,Central California,reviewed,0,36,nc,17,0.04505,0.08,74.0,md,-118.67,37.995,5.815
609,609,earthquake,2004-09-26 12:20:04.124,1.5,Central California,reviewed,0,35,nn,7,0.027000000000000003,0.1224,162.29,mb,-118.7307,37.9922,6.0
610,610,earthquake,2004-09-26 12:16:47.080,2.05,Northern California,reviewed,0,65,nc,22,0.07568,0.11,113.0,md,-122.169,38.2141667,5.51
611,611,earthquake,2004-09-26 12:11:28.645,1.1,Central California,reviewed,0,19,nn,10,0.031,0.1006,95.72,ml,-118.7325,37.9963,7.4
612,612,earthquake,2004-09-26 11:20:39.790,1.78,Central California,reviewed,0,49,nc,16,0.06577000000000001,0.07,105.0,md,-118.6498333,38.0275,1.745
613,613,earthquake,2004-09-26 11:05:28.531,1.1,Central California,reviewed,0,19,nn,12,0.025,0.1385,93.08,ml,-118.7105,37.9933,1.1
614,614,earthquake,2004-09-26 10:50:09.088,1.4,Central California,reviewed,0,30,nn,11,0.282,0.1239,137.48,ml,-117.7452,36.8742,9.5
615,615,earthquake,2004-09-26 10:42:22.060,1.11,Northern California,reviewed,0,19,nc,8,0.06126,0.01,100.0,md,-122.8671667,38.8316667,0.159
616,616,earthquake,2004-09-26 10:39:07.481,1.4,Central California,reviewed,0,30,nn,7,0.025,0.1392,107.74,mb,-118.6982,37.9895,2.8
617,617,earthquake,2004-09-26 09:58:29.170,1.41,"1km E of Muscoy, CA",reviewed,0,31,ci,21,0.1102,0.13,70.0,ml,-117.3306667,34.1558333,10.741
